id,trait,model,chr,position,mean_marker_variance,population,method,study,interval_left,interval_right,count,model_count,study_count,trait_count,method_count,population_count
667,SFY,2012,6,34.2650395,23.2813393233498,cnj04,stepwiseqtl,self,28.170032,40.360047,1,1,1,1,1,1
664,USL,2012,9,87.63006,23.2543394282319,cnj04,stepwiseqtl,self,85.400056,89.860064,1,1,1,1,1,1
651+652,PAC,all-years+2012,7,28.740025,23.0965408906621,cnj04,stepwiseqtl,self,24.330024,33.150026,2,2,1,1,1,1
654,PAC,2012,11,40.175033,22.9710728565275,cnj04,stepwiseqtl,self,32.730024,47.620042,1,1,1,1,1,1
663,USL,2012,3,28.120022,22.9477036968215,cnj04,stepwiseqtl,self,21.490016,34.750028,1,1,1,1,1,1
592,UKSO,all-years,12,57.7700355,22.8894329466113,cnj04,stepwiseqtl,self,54.960034,60.580037,1,1,1,1,1,1
646,UNS,2014,3,37.5700335,22.1662980251018,cnj04,stepwiseqtl,self,36.190032,38.950035,1,1,1,1,1,1
706+708+709,ULvW,all-years+2014+2011,11,10.3200085,22.1188762426426,cnj04,stepwiseqtl,self,9.570008,11.070009,3,3,1,1,1,1
702,ULvW,2011,2,44.9500435,21.9635838771049,cnj04,stepwiseqtl,self,42.110042,47.790045,1,1,1,1,1,1
584,UKLvW,all-years,4,9.2400095,21.7973817136921,cnj04,stepwiseqtl,self,7.160008,11.320011,1,1,1,1,1,1
715,UL,2014,2,78.5500805,21.6665220712673,cnj04,stepwiseqtl,self,74.700078,82.400083,1,1,1,1,1,1
679,Tacy,2014,3,37.5700335,21.5047732948612,cnj04,stepwiseqtl,self,36.190032,38.950035,1,1,1,1,1,1
648,UNS,all-years,7,5.6950009999999995,21.1421872510077,cnj04,stepwiseqtl,self,0.59,10.800002,1,1,1,1,1,1
586,UKLvW,2012,11,38.980036999999996,20.8677028843279,cnj04,stepwiseqtl,self,38.070035,39.890039,1,1,1,1,1,1
676+678,TA,all-years+2011,11,18.3000145,20.7522700494391,cnj04,stepwiseqtl,self,16.420014,20.180015,2,2,1,1,1,1
537,UBBL,2011,1,10.8100065,20.6227254994924,cnj04,stepwiseqtl,self,7.510004,14.110009,1,1,1,1,1,1
546,UBW,all-years,9,62.000039,20.5164438378386,cnj04,stepwiseqtl,self,58.280036,65.720042,1,1,1,1,1,1
692,UTBM,2012,12,57.7700355,20.4897122556274,cnj04,stepwiseqtl,self,54.960034,60.580037,1,1,1,1,1,1
525+527,UBL,all-years+2012,2,45.6050445,19.8319880615003,cnj04,stepwiseqtl,self,43.420044,47.790045,2,2,1,1,1,1
697+699,TY,all-years+2012,10,63.44506749999999,19.793888265393548,cnj04,stepwiseqtl,self,62.450067,64.440068,2,2,1,1,1,1
595+596,UKUX,2012+2014,4,16.995013999999998,19.6923706587121,cnj04,stepwiseqtl,self,15.600013,18.390015,2,2,1,1,1,1
631,UNB,2012,11,37.130032,19.4697149479734,cnj04,stepwiseqtl,self,34.370025,39.890039,1,1,1,1,1,1
674,TA,2011,3,22.6500165,19.1743365192497,cnj04,stepwiseqtl,self,20.750015,24.550018,1,1,1,1,1,1
643,UNS,2011,1,67.6400645,18.7467074977218,cnj04,stepwiseqtl,self,66.530063,68.750066,1,1,1,1,1,1
552+553,Brix,2014+2011,11,41.9200395,18.4892494084475,cnj04,stepwiseqtl,self,39.200038,44.640041,2,2,1,1,1,1
565,UCLS,2014,1,10.8100065,18.408352165058,cnj04,stepwiseqtl,self,7.510004,14.110009,1,1,1,1,1,1
633,UN0,2012,2,52.360052499999995,18.2598858187605,cnj04,stepwiseqtl,self,50.250049,54.470056,1,1,1,1,1,1
616+617,UNAB,all-years+2014,9,72.4350455,18.07902633966685,cnj04,stepwiseqtl,self,71.690045,73.180046,2,2,1,1,1,1
533+534+535,UBL,2012+2014+2011,11,15.960012500000001,18.0424548658263,cnj04,stepwiseqtl,self,11.74001,20.180015,3,3,1,1,1,1
538,UBBL,2014,5,47.7150215,17.5820729279463,cnj04,stepwiseqtl,self,47.12002,48.310023,1,1,1,1,1,1
603,MFM,all-years,4,29.555025,17.4143083584736,cnj04,stepwiseqtl,self,26.790022,32.320028,1,1,1,1,1,1
632,UN0,2012,1,67.245064,17.1395959242879,cnj04,stepwiseqtl,self,65.740062,68.750066,1,1,1,1,1,1
625+626,UNB,2014+2011,3,39.9950365,17.0571082559417,cnj04,stepwiseqtl,self,39.510036,40.480037,2,2,1,1,1,1
658,PFR,2012,11,26.5550195,16.9961075160442,cnj04,stepwiseqtl,self,21.880016,31.230023,1,1,1,1,1,1
638,UNP,all-years,6,15.740016999999998,16.9859063511743,cnj04,stepwiseqtl,self,14.630016,16.850018,1,1,1,1,1,1
566,UCLS,2011,2,41.5100415,16.9492335435512,cnj04,stepwiseqtl,self,39.72004,43.300043,1,1,1,1,1,1
542,UBM,2014,9,82.130052,16.8689451245284,cnj04,stepwiseqtl,self,80.040051,84.220053,1,1,1,1,1,1
578,UKEC,2012,10,35.720034999999996,16.7299256214615,cnj04,stepwiseqtl,self,35.420034,36.020036,1,1,1,1,1,1
615,UNAB,2012,9,79.7400505,16.6436957959279,cnj04,stepwiseqtl,self,75.260048,84.220053,1,1,1,1,1,1
570,UCLS,2014,8,58.6850545,16.5793496034886,cnj04,stepwiseqtl,self,54.950051,62.420058,1,1,1,1,1,1
644,UNS,all-years,1,86.785078,16.2803689402828,cnj04,stepwiseqtl,self,81.390076,92.18008,1,1,1,1,1,1
585,UKLvW,2012,6,80.9700905,16.280095450267,cnj04,stepwiseqtl,self,79.240088,82.700093,1,1,1,1,1,1
520,BBISFY,2011,3,24.4750185,16.1220095082579,cnj04,stepwiseqtl,self,22.980017,25.97002,1,1,1,1,1,1
602,MFM,2012,3,45.025041,16.0405230333203,cnj04,stepwiseqtl,self,43.05004,47.000042,1,1,1,1,1,1
618,UNAB,2012,12,52.715032,16.0310600595189,cnj04,stepwiseqtl,self,50.47003,54.960034,1,1,1,1,1,1
613,UNAB,2014,7,49.155041,15.7502954280624,cnj04,stepwiseqtl,self,47.540039,50.770043,1,1,1,1,1,1
543,UBM,all-years,9,58.135036,15.7193929765299,cnj04,stepwiseqtl,self,57.180035,59.090037,1,1,1,1,1,1
573,UCLS,2011,12,71.760047,15.693618822352,cnj04,stepwiseqtl,self,67.750044,75.77005,1,1,1,1,1,1
647,UNS,all-years,3,42.5100385,15.6538340749053,cnj04,stepwiseqtl,self,39.510036,45.510041,1,1,1,1,1,1
562,UCLP,all-years,1,67.6400645,15.5977236647993,cnj04,stepwiseqtl,self,66.530063,68.750066,1,1,1,1,1,1
594,UKTO,2014,4,10.77501,15.418506562571,cnj04,stepwiseqtl,self,10.230009,11.320011,1,1,1,1,1,1
659,URB,2014,3,62.405047999999994,15.400202399939,cnj04,stepwiseqtl,self,56.180046,68.63005,1,1,1,1,1,1
636,UN0,2014,11,70.60006,15.2865547791691,cnj04,stepwiseqtl,self,67.450058,73.750062,1,1,1,1,1,1
634,UN0,2014,4,35.215032,15.2454824592144,cnj04,stepwiseqtl,self,33.58003,36.850034,1,1,1,1,1,1
665,USL,2014,12,52.715032,15.2348637688856,cnj04,stepwiseqtl,self,50.47003,54.960034,1,1,1,1,1,1
556,UCD,2012,4,29.8350255,15.1854154459154,cnj04,stepwiseqtl,self,26.790022,32.880029,1,1,1,1,1,1
521,BBISFY,2011,5,60.1150345,15.1119893629513,cnj04,stepwiseqtl,self,58.410033,61.820036,1,1,1,1,1,1
707,ULvW,2012,11,17.735014,15.0816949975866,cnj04,stepwiseqtl,self,15.290013,20.180015,1,1,1,1,1,1
687,UTBM,2014,6,16.665018,15.0500417156763,cnj04,stepwiseqtl,self,15.880017,17.450019,1,1,1,1,1,1
683+684,UTBM,all-years+2011,3,35.9150315,15.0321967579347,cnj04,stepwiseqtl,self,35.34003,36.490033,2,2,1,1,1,1
530,UBL,2014,7,13.8650065,14.9437804950095,cnj04,stepwiseqtl,self,13.120005,14.610008,1,1,1,1,1,1
604,MFM,2012,7,3.8750005,14.6028285176123,cnj04,stepwiseqtl,self,0.59,7.160001,1,1,1,1,1,1
716,UL,all-years,2,4.910005,14.5991122440178,cnj04,stepwiseqtl,self,1.790002,8.030008,1,1,1,1,1,1
561,UCD,2012,12,50.2200285,14.523433772273,cnj04,stepwiseqtl,self,46.970026,53.470031,1,1,1,1,1,1
522,BBITY,2011,3,38.8050355,14.4870643124304,cnj04,stepwiseqtl,self,37.130034,40.480037,1,1,1,1,1,1
700,TY,2012,12,55.670034,14.457338726224,cnj04,stepwiseqtl,self,54.110033,57.230035,1,1,1,1,1,1
599,UKUX,all-years,8,11.820011000000001,14.3281822816292,cnj04,stepwiseqtl,self,10.480009,13.160013,1,1,1,1,1,1
528,UBL,2012,3,29.650023,14.3270732310704,cnj04,stepwiseqtl,self,24.550018,34.750028,1,1,1,1,1,1
606+607,MFM,all-years+2012,10,61.4350665,14.13207259060605,cnj04,stepwiseqtl,self,58.430065,64.440068,2,2,1,1,1,1
629+630,UNB,all-years+2014,6,29.6100325,14.10628408388065,cnj04,stepwiseqtl,self,28.170032,31.050033,2,2,1,1,1,1
564,UCLS,2012,1,28.8250305,14.0626312429392,cnj04,stepwiseqtl,self,25.380027,32.270034,1,1,1,1,1,1
581,UKEC,all-years,11,52.4950455,13.9122389452489,cnj04,stepwiseqtl,self,50.210044,54.780047,1,1,1,1,1,1
563,UCLP,all-years,11,84.260069,13.8457136480488,cnj04,stepwiseqtl,self,81.230067,87.290071,1,1,1,1,1,1
531+532,UBL,all-years+2014,10,37.525039,13.83234926039,cnj04,stepwiseqtl,self,36.020036,39.030042,2,2,1,1,1,1
579,UKEC,all-years,10,4.5000035,13.690665091613,cnj04,stepwiseqtl,self,0.0,9.000007,1,1,1,1,1,1
657,PFR,2012,9,62.000039,13.6609006565032,cnj04,stepwiseqtl,self,58.280036,65.720042,1,1,1,1,1,1
710,UMFM,all-years,2,23.340025500000003,13.5186675549065,cnj04,stepwiseqtl,self,22.530024,24.150027,1,1,1,1,1,1
621,UNAF,all-years,7,19.030015,13.4951745982688,cnj04,stepwiseqtl,self,15.29001,22.77002,1,1,1,1,1,1
691,UTBM,2012,10,52.6450605,13.4193977125039,cnj04,stepwiseqtl,self,50.000058,55.290063,1,1,1,1,1,1
554+555,UCD,all-years+2012,2,57.5200605,13.28186947249915,cnj04,stepwiseqtl,self,57.45006,57.590061,2,2,1,1,1,1
576,UKEC,all-years,6,80.9700905,13.2737732111459,cnj04,stepwiseqtl,self,79.240088,82.700093,1,1,1,1,1,1
650,PAC,2011,7,51.470045,13.1721254636367,cnj04,stepwiseqtl,self,47.540039,55.400051,1,1,1,1,1,1
526,UBL,2014,2,29.2850295,13.138744334238,cnj04,stepwiseqtl,self,23.920026,34.650033,1,1,1,1,1,1
574,UKEC,2011,2,59.080066,13.0481172752364,cnj04,stepwiseqtl,self,58.780065,59.380067,1,1,1,1,1,1
612,UNAB,2012,6,16.665018,13.006332584892,cnj04,stepwiseqtl,self,15.880017,17.450019,1,1,1,1,1,1
682,UTBM,2014,1,107.96008850000001,13.0050136545076,cnj04,stepwiseqtl,self,105.720087,110.20009,1,1,1,1,1,1
600,UKUY,all-years,2,55.960058000000004,12.9014443786893,cnj04,stepwiseqtl,self,54.470056,57.45006,1,1,1,1,1,1
583,UKLvW,2012,4,20.945016,12.8564470335545,cnj04,stepwiseqtl,self,18.390015,23.500017,1,1,1,1,1,1
635,UN0,2014,9,84.345056,12.7560701900093,cnj04,stepwiseqtl,self,80.890052,87.80006,1,1,1,1,1,1
717,UL,all-years,2,58.340063,12.7371871946154,cnj04,stepwiseqtl,self,57.45006,59.230066,1,1,1,1,1,1
642,UNP,2014,11,11.8100095,12.6678858606581,cnj04,stepwiseqtl,self,9.570008,14.050011,1,1,1,1,1,1
703,ULvW,all-years,2,26.1650285,12.6440750843041,cnj04,stepwiseqtl,self,24.150027,28.18003,1,1,1,1,1,1
653,PAC,2011,8,66.905067,12.6212267149937,cnj04,stepwiseqtl,self,65.410066,68.400068,1,1,1,1,1,1
614,UNAB,all-years,7,37.000029,12.4636375415617,cnj04,stepwiseqtl,self,33.240027,40.760031,1,1,1,1,1,1
587,UKSO,2014,1,17.530013500000003,12.4547452493508,cnj04,stepwiseqtl,self,14.48001,20.580017,1,1,1,1,1,1
656,PFR,2011,4,76.485059,12.4220341485566,cnj04,stepwiseqtl,self,71.240056,81.730062,1,1,1,1,1,1
559,UCD,all-years,4,38.7200355,12.4027772097291,cnj04,stepwiseqtl,self,33.58003,43.860041,1,1,1,1,1,1
689+690,UTBM,all-years+2014,9,82.55505249999999,12.4017688471704,cnj04,stepwiseqtl,self,80.890052,84.220053,2,2,1,1,1,1
688,UTBM,2011,9,88.90006249999999,12.3849537449153,cnj04,stepwiseqtl,self,87.940061,89.860064,1,1,1,1,1,1
539+540,UBBL,all-years+2014,9,87.5700595,12.36437002958605,cnj04,stepwiseqtl,self,87.340059,87.80006,2,2,1,1,1,1
639,UNP,2014,7,17.535013,12.3411512942631,cnj04,stepwiseqtl,self,15.29001,19.780016,1,1,1,1,1,1
666,SFY,2011,4,42.055039,12.3097300637219,cnj04,stepwiseqtl,self,40.250037,43.860041,1,1,1,1,1,1
686,UTBM,2011,6,80.9700905,12.132861779825,cnj04,stepwiseqtl,self,79.240088,82.700093,1,1,1,1,1,1
623,UNAF,all-years,11,6.695004,12.1284263198051,cnj04,stepwiseqtl,self,5.090002,8.300006,1,1,1,1,1,1
695,TY,2011,7,62.655059,12.0111957568738,cnj04,stepwiseqtl,self,60.620057,64.690061,1,1,1,1,1,1
588,UKSO,all-years,1,105.415087,12.0051628629385,cnj04,stepwiseqtl,self,102.730086,108.100088,1,1,1,1,1,1
698,TY,all-years,10,10.7650095,11.9675494273341,cnj04,stepwiseqtl,self,4.800006,16.730013,1,1,1,1,1,1
524,UBL,2011,2,23.225025000000002,11.9667326959228,cnj04,stepwiseqtl,self,22.530024,23.920026,1,1,1,1,1,1
624,UNAF,all-years,12,52.715032,11.9535187008566,cnj04,stepwiseqtl,self,50.47003,54.960034,1,1,1,1,1,1
590+591,UKSO,all-years+2011,11,39.770039,11.94249793299415,cnj04,stepwiseqtl,self,39.200038,40.34004,2,2,1,1,1,1
589,UKSO,2014,7,58.300055,11.8916487746702,cnj04,stepwiseqtl,self,56.060054,60.540056,1,1,1,1,1,1
673,TA,2012,1,81.27507349999999,11.8073226273649,cnj04,stepwiseqtl,self,74.00007,88.550077,1,1,1,1,1,1
713,UMFM,2014,11,11.8100095,11.7936085210631,cnj04,stepwiseqtl,self,9.570008,14.050011,1,1,1,1,1,1
680+681,Tacy,all-years+2014,6,38.305044,11.79327018528135,cnj04,stepwiseqtl,self,37.840043,38.770045,2,2,1,1,1,1
685,UTBM,2012,4,17.0250145,11.7871041509463,cnj04,stepwiseqtl,self,15.600013,18.450016,1,1,1,1,1,1
577,UKEC,2012,7,64.53005999999999,11.7852198723352,cnj04,stepwiseqtl,self,64.370059,64.690061,1,1,1,1,1,1
608+609,MFM,all-years+2014,11,36.0200275,11.7808304571913,cnj04,stepwiseqtl,self,35.390027,36.650028,2,2,1,1,1,1
571,UCLS,2011,10,11.51001,11.761100488324,cnj04,stepwiseqtl,self,4.800006,18.220014,1,1,1,1,1,1
619,UNAF,2012,5,51.6300245,11.737822979526,cnj04,stepwiseqtl,self,47.12002,56.140029,1,1,1,1,1,1
693,TY,2011,4,44.8450415,11.6928205439119,cnj04,stepwiseqtl,self,43.24004,46.450043,1,1,1,1,1,1
582,UKEC,2011,12,51.115029,11.5918484165219,cnj04,stepwiseqtl,self,48.760027,53.470031,1,1,1,1,1,1
620,UNAF,2011,7,45.7050365,11.5027149951123,cnj04,stepwiseqtl,self,41.830033,49.58004,1,1,1,1,1,1
551,Brix,2014,10,43.810047999999995,11.482639429878,cnj04,stepwiseqtl,self,41.870044,45.750052,1,1,1,1,1,1
627,UNB,2011,6,80.9700905,11.4151455943837,cnj04,stepwiseqtl,self,79.240088,82.700093,1,1,1,1,1,1
611,UNAB,2011,6,45.810058,11.3870584665654,cnj04,stepwiseqtl,self,44.390054,47.230062,1,1,1,1,1,1
548,Brix,2014,4,42.055039,11.3529285993546,cnj04,stepwiseqtl,self,40.250037,43.860041,1,1,1,1,1,1
547,UBW,2014,10,49.025054999999995,11.3502187774653,cnj04,stepwiseqtl,self,45.250051,52.800059,1,1,1,1,1,1
597,UKUX,all-years,6,59.535075,11.3232717163751,cnj04,stepwiseqtl,self,53.270072,65.800078,1,1,1,1,1,1
575,UKEC,2014,4,12.205011,11.3074956805086,cnj04,stepwiseqtl,self,7.160008,17.250014,1,1,1,1,1,1
675,TA,2011,6,23.9150255,11.2114127593563,cnj04,stepwiseqtl,self,21.610024,26.220027,1,1,1,1,1,1
529,UBL,2014,5,41.995014,11.2103314691602,cnj04,stepwiseqtl,self,38.15001,45.840018,1,1,1,1,1,1
696,TY,2011,9,86.600058,11.1290634771919,cnj04,stepwiseqtl,self,85.400056,87.80006,1,1,1,1,1,1
541,UBBL,2014,10,13.165011,10.9742981911195,cnj04,stepwiseqtl,self,9.600009,16.730013,1,1,1,1,1,1
628,UNB,2012,6,18.0400195,10.9733381998876,cnj04,stepwiseqtl,self,16.850018,19.230021,1,1,1,1,1,1
557+558,UCD,2014,4,69.3550545,10.96869326762455,cnj04,stepwiseqtl,self,68.890054,69.820055,2,1,1,1,1,1
641,UNP,2012,11,58.025052,10.9176611122667,cnj04,stepwiseqtl,self,56.580049,59.470055,1,1,1,1,1,1
545,UBW,all-years,3,17.940012,10.7911734110561,cnj04,stepwiseqtl,self,16.32001,19.560014,1,1,1,1,1,1
637,UNP,all-years,4,31.7350285,10.7109768620735,cnj04,stepwiseqtl,self,29.890027,33.58003,1,1,1,1,1,1
714,UL,2014,2,39.99003999999999,10.6953062239332,cnj04,stepwiseqtl,self,39.130039,40.850041,1,1,1,1,1,1
672,SFY,all-years,12,46.6800255,10.620139041351,cnj04,stepwiseqtl,self,44.600024,48.760027,1,1,1,1,1,1
645,UNS,2011,3,50.615043,10.5960637183231,cnj04,stepwiseqtl,self,47.000042,54.230044,1,1,1,1,1,1
598,UKUX,2014,8,43.3550325,10.5442534565329,cnj04,stepwiseqtl,self,39.74003,46.970035,1,1,1,1,1,1
580,UKEC,all-years,11,37.810033000000004,10.5317058423637,cnj04,stepwiseqtl,self,36.93003,38.690036,1,1,1,1,1,1
661,URB,2014,9,88.90006249999999,10.5148249202591,cnj04,stepwiseqtl,self,87.940061,89.860064,1,1,1,1,1,1
523,BBITY,2011,4,22.0000175,10.4272752002121,cnj04,stepwiseqtl,self,18.450016,25.550019,1,1,1,1,1,1
705,ULvW,2011,10,38.5050385,10.4184986864524,cnj04,stepwiseqtl,self,35.420034,41.590043,1,1,1,1,1,1
704,ULvW,2011,7,63.2450595,10.3820279547744,cnj04,stepwiseqtl,self,60.620057,65.870062,1,1,1,1,1,1
601,MFM,all-years,1,3.755002,10.3342015442375,cnj04,stepwiseqtl,self,0.0,7.510004,1,1,1,1,1,1
605,MFM,2014,9,60.9150385,10.3124871727301,cnj04,stepwiseqtl,self,59.090037,62.74004,1,1,1,1,1,1
694,TY,2012,5,85.485057,10.2991373980845,cnj04,stepwiseqtl,self,82.660056,88.310058,1,1,1,1,1,1
610,UNAB,all-years,3,37.1450325,10.289327393189,cnj04,stepwiseqtl,self,35.34003,38.950035,1,1,1,1,1,1
622,UNAF,2012,8,11.5200105,10.2089183775682,cnj04,stepwiseqtl,self,9.880008,13.160013,1,1,1,1,1,1
560,UCD,2014,8,53.785048,10.204981485588,cnj04,stepwiseqtl,self,52.930046,54.64005,1,1,1,1,1,1
569,UCLS,2011,8,78.965074,10.1884720341839,cnj04,stepwiseqtl,self,72.970072,84.960076,1,1,1,1,1,1
669+671,SFY,all-years+2011,11,22.8700165,10.188064303649,cnj04,stepwiseqtl,self,21.880016,23.860017,2,2,1,1,1,1
719,UL,2014,12,17.380008,10.1633813999983,cnj04,stepwiseqtl,self,12.210005,22.550011,1,1,1,1,1,1
718,UL,2014,8,52.7350455,10.1608910380789,cnj04,stepwiseqtl,self,52.330044,53.140047,1,1,1,1,1,1
550,Brix,2011,10,55.730062000000004,10.1240456450171,cnj04,stepwiseqtl,self,50.000058,61.460066,1,1,1,1,1,1
649,UNS,2014,9,43.675025500000004,10.1219116482153,cnj04,stepwiseqtl,self,38.060023,49.290028,1,1,1,1,1,1
568,UCLS,2012,7,43.895036000000005,10.1128263134376,cnj04,stepwiseqtl,self,42.410035,45.380037,1,1,1,1,1,1
