method,model,trait,chr,position,chr2,position2,nearest.marker,qtl.lod,marker.variance,qtl.pvalue,model.variance,interval.left,interval.marker.left,interval,interval.right,interval.marker.right,GLRpvalue,GxYLRpvalue,GZRpvalue,GxYZRpvalue,position.consensus
scanone,2012,calyx_lobe_size,1,29.700028,NA,NA,bin_1@29.7cM_scaffold_64996_1622,8.03226873505289,16.022968914837,1.33141320790564e-6,78.2555898513565,18.410016,SCF3551,17.550022,35.960038,scaffold_2850_11183,0.00463,NA,0.0173127771340618,NA,28.3744702444444
scanone,all-years,calyx_lobe_size,1,30.560031,NA,NA,bin_1@30.56cM_scaffold_22095_4371,3.8530370918839,16.0072348733808,0.00112405051812736,47.2082818851468,2.110003,scaffold_7138_265,33.850035,35.960038,scaffold_2850_11183,8e-5,NA,0.00951470454236767,NA,28.3744702444444
scanone,2012,calyx_lobe_size,3,35.34003,NA,NA,bin_3@35.34cM_scaffold_89673_809,5.72527921835993,10.4849355273839,8.53367045030584e-5,78.2555898513565,30.260024,scaffold_90420_584,8.690011,38.950035,scaffold_14492_5182,0.00463,NA,0.0173127771340618,NA,36.4144662924528
scanone,all-years,calyx_lobe_size,3,34.750028,NA,NA,bin_3@34.75cM_scaffold_113156_448,4.78009134241764,20.5337915324992,1.8043981511051e-4,47.2082818851468,25.500019,scaffold_103107_262,35.460028,60.960047,scaffold_72821_1430,8e-5,NA,0.00951470454236767,NA,36.4144662924528
scanone,2012,calyx_lobe_size,4,68.890054,NA,NA,bin_4@68.89cM_scaffold_70138_1273,9.3984366196797,19.7412474034508,1.11245516798419e-7,78.2555898513565,63.820053,scaffold_14096_210,15.120004,78.940057,scaffold_56_5956,0.00463,NA,0.0173127771340618,NA,69.248268880597
scanone,all-years,chimera_eccentricity,4,18.390014999999998,NA,NA,bin_4@18.39cM_scaffold_405_8462,3.8343442289591,17.6740350632027,0.00116604304846835,41.387728792321,0,scaffold_47329_1182,68.890054,68.890054,scaffold_4386_6805,0.01476,NA,0.0417191722874534,NA,17.0789887051282
scanone,all-years,chimera_eccentricity,11,38.700037,NA,NA,bin_11@38.7cM_scaffold_18605_4899,3.51206901340635,16.0027783006386,0.00219106852555417,41.387728792321,16.420014,scaffold_13093_5532,61.600049,78.020063,scaffold_534_11398,0.01476,NA,0.0417191722874534,NA,40.5585541111111
scanone,2014,chimera_LvW,3,26.570021,NA,NA,bin_3@26.57cM_scaffold_3812_6378,4.09970460780946,12.0500333287085,0.00103250849201431,62.9797582237308,21.490016,scaffold_19700_1833,17.460019,38.950035,scaffold_14492_5182,0.01059,NA,0.028109064133792,NA,28.3744702444444
scanone,2014,chimera_LvW,4,18.450016,NA,NA,bin_4@18.45cM_5ms2b12,7.28226096404883,24.0486691505654,2.50455520256487e-6,62.9797582237308,18.390014999999998,scaffold_14223_3778,15.470016,33.860031,scaffold_26143_262,0.01059,NA,0.028109064133792,NA,17.0789887051282
scanone,all-years,chimera_LvW,4,18.450016,NA,NA,bin_4@18.45cM_5ms2b12,4.69105616282969,27.5616627845437,1.3567585601825e-4,27.5616627845437,4.610007,scaffold_2053_2139,59.210046,63.820053,scaffold_14096_210,0.00669,NA,0.0304718997935025,NA,17.0789887051282
scanone,2014,chimera_LvW,7,49.58004,NA,NA,bin_7@49.58cM_scaffold_11351_6036,7.27447671118387,24.0160034622234,2.54207525385297e-6,62.9797582237308,46.010038,scaffold_101118_92,11.540017,57.550055,scaffold_31844_2770,0.01059,NA,0.028109064133792,NA,48.3475392142857
scanone,2014,chimera_umccLogX,4,18.390014999999998,NA,NA,bin_4@18.39cM_scaffold_405_8462,10.1790727353049,29.3456705233757,9.631647146512991e-9,71.0321392452294,7.160008,scaffold_20563_1957,16.340009,23.500017,scaffold_4761_4837,0.01644,NA,0.0411592570532534,NA,17.0789887051282
scanone,2014,chimera_umccLogX,8,36.230028,NA,NA,bin_8@36.23cM_scaffold_51424_477,5.99158810915205,14.7611648850596,2.92534567740699e-5,71.0321392452294,32.640027,scaffold_10354_3896,17.08001,49.720037,scaffold_19566_4547,0.01644,NA,0.0411592570532534,NA,36.4144662924528
scanone,all-years,MFM,4,29.890027,NA,NA,bin_4@29.89cM_scaffold_195_14929,3.3962800772073,12.2204320918347,0.00381161772249206,53.523246840829,0,scaffold_47329_1182,62.260051,62.260051,scf24k,3.74898385897312e-13,0.97292,2.9465953953382e-4,0.5,28.3744702444444
scanone,2012,num_aborted_flower,5,47.720022,NA,NA,bin_5@47.72cM_scaffold_59748_765,6.87063921232031,10.3396786934387,2.15261505238651e-5,82.8697370985849,31.090008,scaffold_20582_2639,25.050021,56.140029,scaffold_44092_795,0.01251,NA,0.0454659942698782,NA,48.3475392142857
scanone,all-years,num_aborted_flower,7,24.260023,NA,NA,bin_7@24.26cM_scaffold_281_9110,7.97733724893461,17.6377184684995,1.47081002621618e-6,75.849729269474,15.29001,scaffold_5230_7846,22.97002,38.26003,scaffold_806_2844,2.2e-4,0.99828,0.0204182652809313,0.00918348169250731,24.74282036
scanone,all-years,num_aborted_flower,8,36.230028,NA,NA,bin_8@36.23cM_scaffold_51424_477,5.48150862300291,11.0502531270508,1.3202123732081e-4,75.849729269474,26.970023,scaffold_3419_2517,20.680013,47.650036,scaffold_68225_846,2.2e-4,0.99828,0.0204182652809313,0.00918348169250731,36.4144662924528
scanone,all-years,num_aborted_flower,11,38.690036,NA,NA,bin_11@38.69cM_scaffold_75872_1322,7.62411947407744,16.6354047729466,2.78871299430605e-6,75.849729269474,21.880016,scaffold_71024_1614,28.180027,50.060043,scaffold_7078_6962,2.2e-4,0.99828,0.0204182652809313,0.00918348169250731,40.5585541111111
scanone,2012,num_aborted_flower,12,63.060041,NA,NA,bin_12@63.06cM_scaffold_147305_234,6.80975215064301,10.2249570952171,2.3874763192655e-5,82.8697370985849,54.110033,scaffold_82930_73,13.13001,67.240043,scf6213,0.01251,NA,0.0454659942698782,NA,61.8062707111111
scanone,all-years,num_aborted_flower,12,54.110033,NA,NA,bin_12@54.11cM_scaffold_47570_2090,7.31630445993156,15.7815535852446,4.8664483891514e-6,75.849729269474,42.810019,scaffold_23451_2236,14.780017,57.590036,scaffold_9105_1938,2.2e-4,0.99828,0.0204182652809313,0.00918348169250731,53.9651276721311
scanone,all-years,num_peds,4,56.900049,NA,NA,bin_4@56.9cM_scaffold_7894_1547,4.12060297294443,15.2987687351661,6.6428594261147e-4,53.2724840930852,18.390014999999998,scaffold_14223_3778,50.500039,68.890054,scaffold_4386_6805,0.00249,0.999,0.0167180608317388,0.00376797898351024,57.6351807631579
scanone,2012,num_peds,11,57.760051,NA,NA,bin_11@57.76cM_scaffold_64205_1675,6.97588261277314,38.0894448798144,1.1173840821499e-6,38.0894448798144,44.640041,scaffold_109972_115,21.320015,65.960056,scaffold_1502_8150,0.01993,NA,0.00854373190781447,NA,57.6351807631579
scanone,all-years,num_peds,11,16.420014,NA,NA,bin_11@16.42cM_scaffold_170652_55,7.08903026855284,29.3376011319427,1.78600130484874e-6,53.2724840930852,11.74001,scaffold_35099_251,38.320033,50.060043,scaffold_7078_6962,0.00249,0.999,0.0167180608317388,0.00376797898351024,17.0789887051282
scanone,all-years,num_seeds,3,47.000042,NA,NA,bin_3@47cM_scaffold_200430_94,3.81169022263677,23.048302888538,8.4089195116621e-4,23.048302888538,4.56,scaffold_48644_1138,65.310051,69.870051,scaffold_41493_2983,2.62329368779594e-10,NA,5.1089405325903e-4,NA,48.3475392142857
scanone,2011,PAC,7,51.970045,NA,NA,bin_7@51.97cM_scaffold_44609_43,7.09877356890175,18.000609482957,3.55544196484203e-6,71.3792099482249,47.540039,scaffold_16392_3223,7.860012,55.400051,scaffold_84186_326,0.0078,NA,0.0179519822172444,NA,51.0423463076923
scanone,2012,PAC,7,24.260023,NA,NA,bin_7@24.26cM_scaffold_281_9110,8.27387532575902,31.1296597097189,1.63845455758427e-7,59.3587411588831,19.780016,SCF7155,13.37001,33.150026,scaffold_198_16611,0.00385,NA,0.0164508168340942,NA,24.74282036
scanone,all-years,PAC,7,24.260023,NA,NA,bin_7@24.26cM_scaffold_281_9110,7.24833823810841,30.3772158106136,1.2961742316131e-6,52.9594672767223,19.780016,SCF7155,13.37001,33.150026,scaffold_198_16611,2.31092750567319e-6,0.99642,0.00451386250652153,0.0220428211206335,24.74282036
scanone,2011,PAC,8,66.000067,NA,NA,bin_8@66cM_SCF17979,6.77524605204762,16.9753174282056,6.58995675717478e-6,71.3792099482249,54.950051,scaffold_15552_2728,25.270022,80.220073,scaffold_88816_801,0.0078,NA,0.0179519822172444,NA,65.2193623255814
scanone,2012,PAC,11,38.690036,NA,NA,bin_11@38.69cM_scaffold_75872_1322,6.51823447142212,22.9710728565275,5.62198926601365e-6,59.3587411588831,32.730024,scaffold_6680_3258,14.890018,47.620042,scaffold_33043_2724,0.00385,NA,0.0164508168340942,NA,40.5585541111111
scanone,all-years,PAC,11,36.650028,NA,NA,bin_11@36.65cM_scaffold_1958_7238,4.18293634623849,15.6693520691381,5.8752905222991e-4,52.9594672767223,16.420014,scaffold_13093_5532,31.200028,47.620042,scaffold_33043_2724,2.31092750567319e-6,0.99642,0.00451386250652153,0.0220428211206335,36.4144662924528
scanone,2011,PFR,4,81.730062,NA,NA,bin_4@81.73cM_scaffold_13790_6221,4.87534603308671,14.9897498862029,2.4127629062842e-4,62.3450921552708,71.240056,scaffold_51672_24,15.060009,86.300065,scaffold_21171_3841,0.00183,NA,0.00780151195716219,NA,81.6812809393939
scanone,2012,PFR,4,46.740044,NA,NA,bin_4@46.74cM_scaffold_83153_778,8.74907358450949,18.9501272895072,8.69856288998605e-7,77.0188548267218,45.880042,scaffold_22674_919,11.020007,56.900049,scaffold_7894_1547,0.00239,NA,0.0297110025193856,NA,48.3475392142857
scanone,2011,PFR,6,70.660084,NA,NA,bin_6@70.66cM_scaffold_15928_1664,5.2921094719594,16.5196039330389,1.0997666970435e-4,62.3450921552708,53.270072,scaffold_29516_1231,29.430021,82.700093,scaffold_79287_1011,0.00183,NA,0.00780151195716219,NA,69.248268880597
scanone,2012,PFR,6,58.660075,NA,NA,bin_6@58.66cM_scaffold_9039_2289,5.73215431142601,11.0973767618439,1.4832211169546e-4,77.0188548267218,53.270072,scaffold_29516_1231,12.530006,65.800078,scaffold_127764_407,0.00239,NA,0.0297110025193856,NA,57.6351807631579
scanone,all-years,PFR,6,58.660075,NA,NA,bin_6@58.66cM_scaffold_9039_2289,6.92751795754766,15.6600051451502,9.82100982893641e-6,74.3225088549281,53.270072,scaffold_29516_1231,14.40001,67.670082,scaffold_15732_3755,0.01452,NA,0.0459659575950461,NA,57.6351807631579
scanone,2012,PFR,8,65.410066,NA,NA,bin_8@65.41cM_scaffold_138_9783,6.07387860892654,11.9072887678276,8.3222397919025e-5,77.0188548267218,60.930057,scaffold_132760_322,12.040015,72.970072,scaffold_12609_6206,0.00239,NA,0.0297110025193856,NA,65.2193623255814
scanone,all-years,PFR,10,41.590043,NA,NA,bin_10@41.59cM_scaffold_188333_62,6.76621224188432,15.2042207171007,1.31373842632287e-5,74.3225088549281,39.030042,scaffold_21027_3942,4.760005,43.790047,scaffold_75617_1013,0.01452,NA,0.0459659575950461,NA,40.5585541111111
scanone,all-years,PFR,11,24.540019,NA,NA,bin_11@24.54cM_scaffold_113473_247,6.63313036650172,14.8319712502961,1.6698406694049e-5,74.3225088549281,21.880016,scaffold_71024_1614,9.350007,31.230023,scaffold_28235_2302,0.01452,NA,0.0459659575950461,NA,24.74282036
scanone,2011,PFR,12,57.230035,NA,NA,bin_12@57.23cM_scaffold_5160_1395,5.88829726969686,18.7856966878117,3.55857552380989e-5,62.3450921552708,38.110015,scaffold_75253_1014,23.450023,61.560038,scaffold_7685_6025,0.00183,NA,0.00780151195716219,NA,57.6351807631579
scanone,all-years,SFY,11,47.620042,NA,NA,bin_11@47.62cM_scaffold_33043_2724,4.24541668479027,12.1839042528567,0.00118954397881466,64.0423662574601,16.420014,scaffold_13093_5532,75.140058,91.560072,scaffold_11783_3446,0.02238,NA,0.0412960716130564,NA,48.3475392142857
scanone,all-years,TA,11,16.420014,NA,NA,bin_11@16.42cM_scaffold_170652_55,9.13357685990881,46.622784476668,1.14867496625592e-8,46.622784476668,11.74001,scaffold_35099_251,32.900031,44.640041,scaffold_109972_115,9.86519300866169e-6,NA,0.00491260361210608,NA,17.0789887051282
scanone,2011,Tacy,3,52.940043,NA,NA,bin_3@52.94cM_scaffold_14059_5352,16.637134812339202,68.1309505497703,1.22124532708767e-15,68.1309505497703,35.34003,scaffold_5795_673,20.840016,56.180046,scf5304,3e-4,NA,0.0137137765968846,NA,53.9651276721311
scanone,2012,Tacy,3,56.180046,NA,NA,bin_3@56.18cM_scf5304,13.6943891438731,60.9867379960258,6.71018796083445e-13,60.9867379960258,42.860039,scaffold_43967_1301,18.100008,60.960047,scaffold_72821_1430,7e-5,NA,0.00637325336653924,NA,57.6351807631579
scanone,2014,Tacy,3,34.750028,NA,NA,bin_3@34.75cM_scaffold_113156_448,12.0137133855175,43.7379599277215,8.281308971902489e-11,65.9253124999821,33.360027,scaffold_70042_940,5.590008,38.950035,scaffold_14492_5182,0.00213,NA,0.0281609610489412,NA,36.4144662924528
scanone,all-years,Tacy,3,54.230044,NA,NA,bin_3@54.23cM_scaffold_52119_1893,15.238323578365,56.0081722737565,1.14797060746241e-13,69.7285843278995,47.000042,scaffold_8068_4160,13.960005,60.960047,scaffold_72821_1430,1.81145898671208e-21,NA,6.1230367053146e-4,NA,53.9651276721311
scanone,all-years,TY,10,70.470072,NA,NA,bin_10@70.47cM_scaffold_3376_7137,4.24517059816972,25.3072430795103,3.4289736283144e-4,25.3072430795103,55.320064,scaffold_37158_1060,24.440019,79.760083,scaffold_5986_5422,0.00232,NA,0.0148437410666786,NA,69.248268880597
scanone,2011,ULvW,11,21.880016,NA,NA,bin_11@21.88cM_scaffold_1122_2182,5.04044335521356,29.2805288468883,6.54378122728616e-5,29.2805288468883,8.360007,scaffold_49144_617,39.260035,47.620042,scaffold_33043_2724,2.7e-4,NA,5.1172108243789e-4,NA,21.3113132037037
scanone,2014,ULvW,11,16.420014,NA,NA,bin_11@16.42cM_scaffold_170652_55,6.51590871693017,36.1008233598513,2.95100919911473e-6,36.1008233598513,9.570008,scaffold_125_21038,14.290009,23.860017,scaffold_101041_374,0.00465,NA,0.00112353908148539,NA,17.0789887051282
scanone,all-years,ULvW,11,16.420014,NA,NA,bin_11@16.42cM_scaffold_170652_55,5.55624154801237,31.7438098968035,2.22205279420962e-5,31.7438098968035,8.360007,scaffold_49144_617,16.180012,24.540019,scaffold_113473_247,6.42997094200609e-35,NA,8.074095994432e-5,NA,17.0789887051282
