"method","model","trait","chr","position","chr2","position2","nearest_marker","qtl_lod","marker_variance","qtl_pvalue","model_variance","interval_left","interval_marker_left","interval","interval_right","interval_marker_right","GLRpvalue","GxYLRpvalue","GZRpvalue","GxYZRpvalue","position_consensus","genotype","effect_mean","effect_se","AvB","CvD","Int"
"scanone","2012","BBI_TY",11,35.390036,NA,NA,"bin_11@35.39cM_scaffold_1773_837",19.0612513375028,19.3745449413166,2.22044604925031e-16,76.0692237071946,30.320034,"scaffold_28856_2095",7.750011,38.070045,"scaffold_13592_5230",0.31243,0.9871,0.188739806811578,0.00318056684276997,35.390036,"AD",-0.0139832018138159,0.00281814204337181,-0.0397160365965896,0.000652749237584514,0.013068624082356
"scanone","2012","BBI_TY",11,35.390036,NA,NA,"bin_11@35.39cM_scaffold_1773_837",19.0612513375028,19.3745449413166,2.22044604925031e-16,76.0692237071946,30.320034,"scaffold_28856_2095",7.750011,38.070045,"scaffold_13592_5230",0.31243,0.9871,0.188739806811578,0.00318056684276997,35.390036,"BD",0.0124091285256569,0.00268470488058593,-0.0397160365965896,0.000652749237584514,0.013068624082356
"scanone","2012","BBI_TY",11,35.390036,NA,NA,"bin_11@35.39cM_scaffold_1773_837",19.0612513375028,19.3745449413166,2.22044604925031e-16,76.0692237071946,30.320034,"scaffold_28856_2095",7.750011,38.070045,"scaffold_13592_5230",0.31243,0.9871,0.188739806811578,0.00318056684276997,35.390036,"AC",-0.00712251515384562,0.00268218067532176,-0.0397160365965896,0.000652749237584514,0.013068624082356
"scanone","2012","BBI_TY",11,35.390036,NA,NA,"bin_11@35.39cM_scaffold_1773_837",19.0612513375028,19.3745449413166,2.22044604925031e-16,76.0692237071946,30.320034,"scaffold_28856_2095",7.750011,38.070045,"scaffold_13592_5230",0.31243,0.9871,0.188739806811578,0.00318056684276997,35.390036,"BC",0.00620119110327116,0.00264545565095349,-0.0397160365965896,0.000652749237584514,0.013068624082356
"scanone","2012","BBI_TY",12,54.390037,NA,NA,"bin_12@54.39cM_scaffold_70077_1397",16.497536835559,16.0541660331891,2.44249065417534e-14,76.0692237071946,50.470034,"scaffold_85066_97",7.120007,57.590041,"scaffold_9105_1938",0.31243,0.9871,0.188739806811578,0.00318056684276997,55.8100385,"BC",0.00231597719190776,0.00292226384529409,-0.0236877670989523,-0.0150243675356719,-0.000293344260022012
"scanone","2012","BBI_TY",12,54.390037,NA,NA,"bin_12@54.39cM_scaffold_70077_1397",16.497536835559,16.0541660331891,2.44249065417534e-14,76.0692237071946,50.470034,"scaffold_85066_97",7.120007,57.590041,"scaffold_9105_1938",0.31243,0.9871,0.188739806811578,0.00318056684276997,55.8100385,"BD",0.00968148882973268,0.00298706254955591,-0.0236877670989523,-0.0150243675356719,-0.000293344260022012
"scanone","2012","BBI_TY",12,54.390037,NA,NA,"bin_12@54.39cM_scaffold_70077_1397",16.497536835559,16.0541660331891,2.44249065417534e-14,76.0692237071946,50.470034,"scaffold_85066_97",7.120007,57.590041,"scaffold_9105_1938",0.31243,0.9871,0.188739806811578,0.00318056684276997,55.8100385,"AD",-0.00201572258973246,0.00326130832698333,-0.0236877670989523,-0.0150243675356719,-0.000293344260022012
"scanone","2012","BBI_TY",12,54.390037,NA,NA,"bin_12@54.39cM_scaffold_70077_1397",16.497536835559,16.0541660331891,2.44249065417534e-14,76.0692237071946,50.470034,"scaffold_85066_97",7.120007,57.590041,"scaffold_9105_1938",0.31243,0.9871,0.188739806811578,0.00318056684276997,55.8100385,"AC",-0.00967457848757939,0.00282799367562826,-0.0236877670989523,-0.0150243675356719,-0.000293344260022012
"scanone","2012","BBI_TY",10,38.730041,NA,NA,"bin_10@38.73cM_scaffold_21095_4928",14.1359666653196,13.2213234076291,2.63056243454685e-12,76.0692237071946,34.870032,"SCF112295",10.120015,44.990047,"vm72062",0.31243,0.9871,0.188739806811578,0.00318056684276997,38.8800415,"AC",0.0055888712910015,0.0033068973953336,-0.0105067647607662,0.0266888662049502,0.00759239402392674
"scanone","2012","BBI_TY",10,38.730041,NA,NA,"bin_10@38.73cM_scaffold_21095_4928",14.1359666653196,13.2213234076291,2.63056243454685e-12,76.0692237071946,34.870032,"SCF112295",10.120015,44.990047,"vm72062",0.31243,0.9871,0.188739806811578,0.00318056684276997,38.8800415,"BD",-0.00250217943109051,0.00272924793585017,-0.0105067647607662,0.0266888662049502,0.00759239402392674
"scanone","2012","BBI_TY",10,38.730041,NA,NA,"bin_10@38.73cM_scaffold_21095_4928",14.1359666653196,13.2213234076291,2.63056243454685e-12,76.0692237071946,34.870032,"SCF112295",10.120015,44.990047,"vm72062",0.31243,0.9871,0.188739806811578,0.00318056684276997,38.8800415,"BC",0.00704605665942123,0.00267095150163469,-0.0105067647607662,0.0266888662049502,0.00759239402392674
"scanone","2012","BBI_TY",10,38.730041,NA,NA,"bin_10@38.73cM_scaffold_21095_4928",14.1359666653196,13.2213234076291,2.63056243454685e-12,76.0692237071946,34.870032,"SCF112295",10.120015,44.990047,"vm72062",0.31243,0.9871,0.188739806811578,0.00318056684276997,38.8800415,"AD",-0.011551758823437,0.00315179221415586,-0.0105067647607662,0.0266888662049502,0.00759239402392674
"scanone","2012","BBI_TY",8,10.480008,NA,NA,"bin_8@10.48cM_scaffold_92_8835",10.8175922024118,9.57660327885569,1.84925386115253e-09,76.0692237071946,0,"scaffold_23137_3684",20.010019,20.010019,"scaffold_32841_3152",0.31243,0.9871,0.188739806811578,0.00318056684276997,10.480008,"AD",0.00798677652986601,0.00318263405501874,0.00522691918672858,-0.0257966359367205,0.00256368985449367
"scanone","2012","BBI_TY",8,10.480008,NA,NA,"bin_8@10.48cM_scaffold_92_8835",10.8175922024118,9.57660327885569,1.84925386115253e-09,76.0692237071946,0,"scaffold_23137_3684",20.010019,20.010019,"scaffold_32841_3152",0.31243,0.9871,0.188739806811578,0.00318056684276997,10.480008,"BD",0.00665516186374856,0.00314135074932279,0.00522691918672858,-0.0257966359367205,0.00256368985449367
"scanone","2012","BBI_TY",8,10.480008,NA,NA,"bin_8@10.48cM_scaffold_92_8835",10.8175922024118,9.57660327885569,1.84925386115253e-09,76.0692237071946,0,"scaffold_23137_3684",20.010019,20.010019,"scaffold_32841_3152",0.31243,0.9871,0.188739806811578,0.00318056684276997,10.480008,"AC",-0.00362969651124739,0.00292477202701111,0.00522691918672858,-0.0257966359367205,0.00256368985449367
"scanone","2012","BBI_TY",8,10.480008,NA,NA,"bin_8@10.48cM_scaffold_92_8835",10.8175922024118,9.57660327885569,1.84925386115253e-09,76.0692237071946,0,"scaffold_23137_3684",20.010019,20.010019,"scaffold_32841_3152",0.31243,0.9871,0.188739806811578,0.00318056684276997,10.480008,"BC",-0.00752500103185851,0.00272349815077985,0.00522691918672858,-0.0257966359367205,0.00256368985449367
"scanone","2012","BBI_TY",4,7.750008,NA,NA,"bin_4@7.75cM_scaffold_14868_593",4.8580118667516,3.90514475221208,0.00020795775035831,76.0692237071946,1.340003,"scaffold_13942_3967",55.080056,56.420059,"scaffold_31313_1886",0.31243,0.9871,0.188739806811578,0.00318056684276997,7.750008,"BD",-0.00440574549143181,0.0030133711127571,-0.00996616460495632,0.0206264980478655,-0.0056100927950489
"scanone","2012","BBI_TY",4,7.750008,NA,NA,"bin_4@7.75cM_scaffold_14868_593",4.8580118667516,3.90514475221208,0.00020795775035831,76.0692237071946,1.340003,"scaffold_13942_3967",55.080056,56.420059,"scaffold_31313_1886",0.31243,0.9871,0.188739806811578,0.00318056684276997,7.750008,"AC",0.000924421230022807,0.00291336139043714,-0.00996616460495632,0.0206264980478655,-0.0056100927950489
"scanone","2012","BBI_TY",4,7.750008,NA,NA,"bin_4@7.75cM_scaffold_14868_593",4.8580118667516,3.90514475221208,0.00020795775035831,76.0692237071946,1.340003,"scaffold_13942_3967",55.080056,56.420059,"scaffold_31313_1886",0.31243,0.9871,0.188739806811578,0.00318056684276997,7.750008,"AD",-0.00658378139638551,0.00324528221338395,-0.00996616460495632,0.0206264980478655,-0.0056100927950489
"scanone","2012","BBI_TY",4,7.750008,NA,NA,"bin_4@7.75cM_scaffold_14868_593",4.8580118667516,3.90514475221208,0.00020795775035831,76.0692237071946,1.340003,"scaffold_13942_3967",55.080056,56.420059,"scaffold_31313_1886",0.31243,0.9871,0.188739806811578,0.00318056684276997,7.750008,"BC",0.00871254993002542,0.00295476651986247,-0.00996616460495632,0.0206264980478655,-0.0056100927950489
