method,model,trait,chr,position,chr2,position2,nearest.marker,qtl.lod,marker.variance,qtl.pvalue,model.variance,interval.left,interval.marker.left,interval,interval.right,interval.marker.right,GLRpvalue,GxYLRpvalue,GZRpvalue,GxYZRpvalue,position.consensus
stepwiseqtl,all-years,berry_width,1,100.35009,NA,NA,bin_1@100.35cM_scaffold_81716_1234,21.8735057599232,10.4277320669723,7.771561172376101e-16,87.3045097287534,97.960089,scaffold_1825_2736,4.58000200000001,102.540091,scaffold_13178_3759,8.59605332585973e-7,NA,8.1776554665131e-4,NA,100.66009765
stepwiseqtl,all-years,berry_width,6,3.020005,NA,NA,bin_6@3.02cM_SCF124927,22.9961972083872,11.1504103393938,1.11022302462516e-16,87.3045097287534,0.900002,SCF79620,3.570006,4.470008,scaffold_32325_2313,8.59605332585973e-7,NA,8.1776554665131e-4,NA,1.80240955555556
stepwiseqtl,all-years,berry_width,10,28.150021,NA,NA,bin_10@28.15cM_scaffold_173749_80,32.0478640427098,17.8657987449515,0,87.3045097287534,21.51002,scaffold_2700_844,8.300004,29.810024,scaffold_62514_690,8.59605332585973e-7,NA,8.1776554665131e-4,NA,29.5414892538462
stepwiseqtl,all-years,berry_width,11,39.890048,NA,NA,bin_11@39.89cM_SCF21596,22.3332341538154,10.7209735705327,4.44089209850063e-16,87.3045097287534,38.070045,scaffold_13592_5230,4.980006,43.050051,scaffold_49289_664,8.59605332585973e-7,NA,8.1776554665131e-4,NA,39.148212688172
stepwiseqtl,2012,calyx_diam,1,29.040015,NA,NA,bin_1@29.04cM_scaffold_35977_2889,18.7619909065007,11.3948478382518,8.659739592076221e-15,85.6277256158761,25.470014,scaffold_55875_1442,4.510003,29.980017,scaffold_7154_809,1.1e-4,NA,0.00255053305168851,NA,29.5414892538462
stepwiseqtl,2012,calyx_lobe_form,3,30.260029,NA,NA,bin_3@30.26cM_scaffold_90420_584,23.5184423561341,12.4441552078487,0,88.4650260370372,28.640026,scaffold_13388_3745,4.130004,32.77003,scaffold_90420_530,0.0244,NA,0.0258218095437742,NA,29.5414892538462
stepwiseqtl,all-years,calyx_lobe_form,6,75.660098,NA,NA,bin_6@75.66cM_scaffold_7268_8243,20.7521592193693,12.9797772251233,8.881784197001249e-16,83.060410438432,73.280095,SCF16407,5.960005,79.2401,scaffold_78684_455,8.0360091837689e-20,NA,7.98741698703552e-6,NA,74.2744349193548
stepwiseqtl,2011,calyx_lobe_form,10,52.800056,NA,NA,bin_10@52.8cM_scaffold_4545_1974,38.602709713855,18.1862253644014,0,90.33205539432,51.790055,scaffold_6929_8428,2.380002,54.170057,SCF80520,1e-5,NA,9.5289099090517e-4,NA,52.4237119677419
stepwiseqtl,2012,calyx_lobe_form,11,38.690046,NA,NA,bin_11@38.69cM_scaffold_75872_1322,25.6153605601862,14.0609104114651,0,88.4650260370372,37.210042,scaffold_38945_3027,4.460008,41.67005,scaffold_19915_4093,0.0244,NA,0.0258218095437742,NA,39.148212688172
stepwiseqtl,2013,calyx_lobe_form,12,19.300013,NA,NA,bin_12@19.3cM_scaffold_23546_462,26.0623285824588,10.0865115811724,1.73676628634212e-11,91.9311623325589,19.070012,scaffold_2287_663,19.040007,38.110019,scaffold_26512_1632,0.01273,NA,0.0153440857928566,NA,18.8971745882353
stepwiseqtl,2013,calyx_lobe_size,2,47.790044,NA,NA,bin_2@47.79cM_ct89348,43.3160939782844,14.6064550566769,0,94.8732042693399,43.420042,scaffold_44516_2479,5.87000399999999,49.290046,scaffold_14228_1030,0.00107,NA,0.00882366886886973,NA,48.6364195824176
stepwiseqtl,2012,calyx_lobe_size,3,36.190036,NA,NA,bin_3@36.19cM_scaffold_6553_5632,33.6053541188415,15.7048440530574,0,91.4892231956086,35.340034,X1trimcontig436904,1.150003,36.490037,scaffold_3243_9538,0.02971,NA,0.04876463699561,NA,35.8390288655462
stepwiseqtl,all-years,calyx_lobe_size,3,60.960057,NA,NA,bin_3@60.96cM_scaffold_26817_3858,37.6998101886554,13.109033122855,0,92.7600530918172,58.580056,SCF85773,3.640002,62.220058,scaffold_20885_4545,1.91115556460492e-11,NA,1.0074835128944e-4,NA,61.916488625
stepwiseqtl,2012,calyx_lobe_size,6,74.470097,NA,NA,bin_6@74.47cM_scaffold_22544_4282,29.7878394290416,12.9926448981802,0,91.4892231956086,73.280095,SCF16407,5.960005,79.2401,scaffold_78684_455,0.02971,NA,0.04876463699561,NA,74.2744349193548
stepwiseqtl,all-years,calyx_lobe_size,6,5.770011,NA,NA,bin_6@5.77cM_scaffold_6371_7692,37.0298043266283,12.7387144388919,0,92.7600530918172,3.690007,scaffold_9749_3856,4.160005,7.850012,scaffold_430_12130,1.91115556460492e-11,NA,1.0074835128944e-4,NA,4.99156834375
stepwiseqtl,all-years,chimera_eccentricity,3,29.670027,NA,NA,bin_3@29.67cM_scaffold_42014_1292,29.0883156548194,19.258231066852,0,84.2103638303374,28.640026,scaffold_13388_3745,4.130004,32.77003,scaffold_90420_530,5.10727342471181e-13,0.99725,1.4630855932079e-4,3.09827215488856e-5,29.5414892538462
stepwiseqtl,2012,chimera_eccentricity,5,58.470049,NA,NA,bin_5@58.47cM_scaffold_35159_2482,23.5555109747012,11.0028162263933,0,89.823690249001,54.270044,SCF101878,6.700006,60.97005,scaffold_21658_557,0.01943,NA,0.0403713782478512,NA,58.518545469697
stepwiseqtl,2011,chimera_eccentricity,8,57.030059,NA,NA,bin_8@57.03cM_scaffold_21353_2418,33.6467283783082,19.6894353478958,0,87.0045821366013,54.640058,SCF54155,4.200003,58.840061,scaffold_25263_1974,0.00232,NA,0.0121478015585926,NA,55.7424152818182
stepwiseqtl,2012,chimera_eccentricity,8,51.74005,NA,NA,bin_8@51.74cM_scaffold_34921_1026,23.0921490037124,10.6996468519194,0,89.823690249001,50.160048,scaffold_34700_1827,2.25000499999999,52.410053,scaffold_97161_203,0.01943,NA,0.0403713782478512,NA,52.4237119677419
stepwiseqtl,all-years,chimera_eccentricity,8,58.05006,NA,NA,bin_8@58.05cM_scaffold_126870_338,24.8214740356817,15.3896279892044,0,84.2103638303374,53.140055,scaffold_28279_2688,5.700006,58.840061,scaffold_25263_1974,5.10727342471181e-13,0.99725,1.4630855932079e-4,3.09827215488856e-5,58.518545469697
stepwiseqtl,2011,chimera_eccentricity,9,77.130067,NA,NA,bin_9@77.13cM_scaffold_27798_3359,29.895740292194,16.4957464455215,0,87.0045821366013,75.260066,scaffold_17741_2859,5.63000600000001,80.890072,scaffold_61682_1180,0.00232,NA,0.0121478015585926,NA,77.7192661081081
stepwiseqtl,2013,chimera_eccentricity,9,84.810075,NA,NA,bin_9@84.81cM_scaffold_10644_3379,20.715731516921,12.6113078007672,2.2204460492503099e-16,86.0680499861602,84.220074,scaffold_30128_1137,1.180002,85.400076,scaffold_15378_527,0.00906,NA,0.0102743134002219,NA,84.764817754386
stepwiseqtl,2013,chimera_eccentricity,9,85.400076,NA,NA,bin_9@85.4cM_scaffold_3471_6487,19.2014238310354,11.3896187325632,3.88578058618805e-15,86.0680499861602,84.810075,scaffold_2030_10553,2.28000300000001,87.090078,scaffold_57514_1484,0.00906,NA,0.0102743134002219,NA,84.764817754386
stepwiseqtl,all-years,chimera_eccentricity,9,81.240073,NA,NA,bin_9@81.24cM_scaffold_4532_4509,23.9119855518069,14.6219181732644,0,84.2103638303374,80.040071,ct154206,4.180003,84.220074,scaffold_30128_1137,5.10727342471181e-13,0.99725,1.4630855932079e-4,3.09827215488856e-5,80.9061962777778
stepwiseqtl,2011,chimera_eccentricity,11,26.680028,NA,NA,bin_11@26.68cM_scaffold_14916_2838,26.3007608714115,13.7281564251846,0,87.0045821366013,26.070026,Pr031818821_185,4.250008,30.320034,scaffold_28856_2095,0.00232,NA,0.0121478015585926,NA,26.0773267619048
stepwiseqtl,2013,chimera_eccentricity,11,20.18002,NA,NA,bin_11@20.18cM_scaffold_72495_1231,20.5990740505041,12.5151326785671,3.33066907387547e-16,86.0680499861602,17.250019,scaffold_26864_4373,4.630002,21.880021,scaffold_1122_2182,0.00906,NA,0.0102743134002219,NA,18.8971745882353
stepwiseqtl,all-years,chimera_LvW,2,73.480084,NA,NA,bin_2@73.48cM_scaffold_9595_7405,27.9040792399947,10.3488979008632,1.3855583347322e-13,90.9913806963374,67.310081,scaffold_3191_5626,8.080006,75.390087,scaffold_102126_82,1.15591191596837e-15,0.98349,5.79617328696799e-5,6.48787899201735e-5,74.2744349193548
stepwiseqtl,all-years,chimera_LvW,3,30.230028,NA,NA,bin_3@30.23cM_scaffold_36500_3209,36.1287596087448,15.2442158822947,0,90.9913806963374,28.640026,scaffold_13388_3745,4.130004,32.77003,scaffold_90420_530,1.15591191596837e-15,0.98349,5.79617328696799e-5,6.48787899201735e-5,29.5414892538462
stepwiseqtl,2012,chimera_LvW,5,65.400055,NA,NA,bin_5@65.4cM_scaffold_25855_3062,22.2932543520913,10.9374954001021,0,89.0740902518536,63.170054,scaffold_11882_5584,4.450002,67.620056,scaffold_46164_863,0.02418,NA,0.0463101451746554,NA,65.6830128039216
stepwiseqtl,2011,chimera_LvW,8,51.810051,NA,NA,bin_8@51.81cM_scaffold_48237,31.3099463803089,15.2384459488783,0,88.7874419607692,50.160048,scaffold_34700_1827,3.57000799999999,53.730056,scaffold_151417_342,3e-5,NA,0.00232106326827429,NA,52.4237119677419
stepwiseqtl,2012,chimera_LvW,8,52.330052,NA,NA,bin_8@52.33cM_scaffold_31968_1730,26.0242785292578,13.6289268453789,0,89.0740902518536,50.160048,scaffold_34700_1827,6.870011,57.030059,scaffold_21353_2418,0.02418,NA,0.0463101451746554,NA,52.4237119677419
stepwiseqtl,all-years,chimera_LvW,8,58.05006,NA,NA,bin_8@58.05cM_scaffold_126870_338,34.7675876318131,14.3559665377474,0,90.9913806963374,54.640058,SCF54155,4.200003,58.840061,scaffold_25263_1974,1.15591191596837e-15,0.98349,5.79617328696799e-5,6.48787899201735e-5,58.518545469697
stepwiseqtl,2011,chimera_LvW,9,85.400076,NA,NA,bin_9@85.4cM_scaffold_3471_6487,26.0894543891922,11.7116027969758,0,88.7874419607692,84.220074,scaffold_30128_1137,2.87000400000001,87.090078,scaffold_57514_1484,3e-5,NA,0.00232106326827429,NA,84.764817754386
stepwiseqtl,2013,chimera_LvW,9,88.510082,NA,NA,bin_9@88.51cM_scaffold_17431_1305,16.6705341036247,13.3976562721021,1.72306613421824e-13,80.2940002736514,87.340079,ct154654,1.95000399999999,89.290083,scaffold_54656_638,0.00383,NA,0.0047354077499711,NA,88.4466818085106
stepwiseqtl,2011,chimera_LvW,11,26.680028,NA,NA,bin_11@26.68cM_scaffold_14916_2838,23.9477859106381,10.4045400644532,0,88.7874419607692,26.070026,Pr031818821_185,4.250008,30.320034,scaffold_28856_2095,3e-5,NA,0.00232106326827429,NA,26.0773267619048
stepwiseqtl,2013,chimera_LvW,11,20.18002,NA,NA,bin_11@20.18cM_scaffold_72495_1231,24.9242194010004,23.0908939813315,0,80.2940002736514,17.250019,scaffold_26864_4373,4.630002,21.880021,scaffold_1122_2182,0.00383,NA,0.0047354077499711,NA,18.8971745882353
stepwiseqtl,all-years,chimera_LvW,11,30.320034,NA,NA,bin_11@30.32cM_scaffold_28856_2095,28.026168117532,10.4137895900964,0,90.9913806963374,28.380033,scaffold_115280_182,2.850002,31.230035,scaffold_62302_445,1.15591191596837e-15,0.98349,5.79617328696799e-5,6.48787899201735e-5,29.5414892538462
stepwiseqtl,2011,chimera_tortuosity,2,37.940034,NA,NA,bin_2@37.94cM_scaffold_2126_10221,38.1984080214417,12.6652625970208,0,93.1514367236426,36.020031,scaffold_2429_10453,3.110004,39.130035,CA325,0.03903,NA,0.0570087578187707,NA,39.148212688172
stepwiseqtl,2011,chimera_tortuosity,4,28.700032,NA,NA,bin_4@28.7cM_scaffold_3474_6975,36.1763533318401,11.6130796015273,0,93.1514367236426,28.130031,scaffold_45191_576,4.190004,32.320035,scaffold_24341,0.03903,NA,0.0570087578187707,NA,29.5414892538462
stepwiseqtl,2012,chimera_tortuosity,4,27.34003,NA,NA,bin_4@27.34cM_scaffold_23760_3475,26.2989127907261,15.188500008924,0,88.0092298989417,25.550025,scaffold_95115_667,3.150007,28.700032,scaffold_3474_6975,0.04871,NA,0.0567170194726499,NA,26.0773267619048
stepwiseqtl,2011,chimera_tortuosity,9,6.820007,NA,NA,bin_9@6.82cM_scaffold_48060_1390,42.2867106236954,14.9793738634767,0,93.1514367236426,1.130001,scf45d,10.510009,11.64001,scaffold_10258_1783,0.03903,NA,0.0570087578187707,NA,7.95540523809524
stepwiseqtl,2011,chimera_tortuosity,11,57.760069,NA,NA,bin_11@57.76cM_scaffold_64205_1675,41.2274990964129,14.3547159878222,0,93.1514367236426,56.580066,scaffold_80880_198,1.770004,58.35007,scaffold_180807_155,0.03903,NA,0.0570087578187707,NA,58.518545469697
stepwiseqtl,all-years,chimera_tortuosity,11,7.47001,NA,NA,bin_11@7.47cM_scaffold_2033_8836,28.0244841399442,15.6785391208441,0,86.4358551087792,6.870009,scaffold_27949_1363,2.700004,9.570013,scaffold_125_21038,4.85537939842811e-7,0.98947,0.0012442215694507,2.08135888537549e-5,7.95540523809524
stepwiseqtl,2012,chimera_tortuosity,12,46.97003,NA,NA,bin_12@46.97cM_scaffold_6159_7441,28.828968676614,17.4146734128387,0,88.0092298989417,44.600028,scaffold_11059_4888,4.160003,48.760031,scaffold_24404_4173,0.04871,NA,0.0567170194726499,NA,48.6364195824176
stepwiseqtl,2011,chimera_umccLogX,3,26.260024,NA,NA,bin_3@26.26cM_scaffold_54785_1107,31.2764109756632,20.465217737052,0,84.9174901582256,25.970023,scaffold_51167_1574,2.670003,28.640026,scaffold_13388_3745,0.0017,NA,0.00511963778289259,NA,26.0773267619048
stepwiseqtl,2012,chimera_umccLogX,3,29.670027,NA,NA,bin_3@29.67cM_scaffold_42014_1292,34.0863978295663,14.8623854522611,0,92.1288002468351,28.640026,scaffold_13388_3745,1.620003,30.260029,scaffold_90420_584,0.04023,NA,0.0589896345891375,NA,29.5414892538462
stepwiseqtl,all-years,chimera_umccLogX,3,29.670027,NA,NA,bin_3@29.67cM_scaffold_42014_1292,36.0231047158274,24.9910875113006,0,85.1631703438498,28.640026,scaffold_13388_3745,1.620003,30.260029,scaffold_90420_584,7.614974054612219e-12,0.99171,3.3441779837771e-4,5.68108307965859e-5,29.5414892538462
stepwiseqtl,2011,chimera_umccLogX,8,51.74005,NA,NA,bin_8@51.74cM_scaffold_34921_1026,23.8604122891433,13.9260484146241,8.63753513158372e-14,84.9174901582256,50.160048,scaffold_34700_1827,2.25000499999999,52.410053,scaffold_97161_203,0.0017,NA,0.00511963778289259,NA,52.4237119677419
stepwiseqtl,2012,chimera_umccLogX,8,54.640058,NA,NA,bin_8@54.64cM_scaffold_67225_1543,28.3264324950072,11.1321675341423,0,92.1288002468351,53.140055,scaffold_28279_2688,4.91000500000001,58.05006,scaffold_126870_338,0.04023,NA,0.0589896345891375,NA,55.7424152818182
stepwiseqtl,all-years,chimera_umccLogX,9,81.240073,NA,NA,bin_9@81.24cM_scaffold_4532_4509,20.4942754270608,11.1839664631365,0,85.1631703438498,77.91007,scaffold_70449_214,6.31000399999999,84.220074,scaffold_30128_1137,7.614974054612219e-12,0.99171,3.3441779837771e-4,5.68108307965859e-5,80.9061962777778
stepwiseqtl,2012,chimera_umccLogX,10,32.910029,NA,NA,bin_10@32.91cM_scaffold_12381_1637,28.5302330673939,11.2530595694266,0,92.1288002468351,28.270022,scaffold_62514_950,5.690008,33.96003,scaffold_9681_3143,0.04023,NA,0.0589896345891375,NA,32.223857691358
stepwiseqtl,2011,chimera_umccLogX,11,26.670027,NA,NA,bin_11@26.67cM_SCF81294,19.1307658741657,10.3987461058658,7.105427357601e-15,84.9174901582256,24.540025,scaffold_113473_310,3.840008,28.380033,scaffold_115280_182,0.0017,NA,0.00511963778289259,NA,26.0773267619048
stepwiseqtl,2013,chimera_umccLogX,11,37.500044,NA,NA,bin_11@37.5cM_SCF183590,17.8003586586707,11.0925761240201,4.85167461761193e-14,85.0097189065161,31.230035,scaffold_62302_445,7.460011,38.690046,scaffold_4716_3230,0.01176,NA,0.0167919124583033,NA,35.8390288655462
stepwiseqtl,2011,chimera_umccLogY,8,57.030059,NA,NA,bin_8@57.03cM_scaffold_21353_2418,26.9653878381835,10.8682498832951,0,90.0673294505091,54.640058,SCF54155,4.200003,58.840061,scaffold_25263_1974,0.02707,NA,0.013773096758729,NA,55.7424152818182
stepwiseqtl,2011,chimera_umccLogY,9,6.820007,NA,NA,bin_9@6.82cM_scaffold_48060_1390,34.4019870432321,15.5716345854193,0,90.0673294505091,4.550004,scf55c,7.090006,11.64001,scaffold_10258_1783,0.02707,NA,0.013773096758729,NA,7.95540523809524
stepwiseqtl,2011,MFM,3,45.51005,NA,NA,bin_3@45.51cM_scaffold_12440_4793,29.0862414637057,11.1205298412921,1.11022302462516e-15,90.8814423383779,43.300049,scaffold_64332_1557,3.700002,47.000051,scaffold_19176_176,2.54865458957785e-8,NA,2.7397225227791e-4,NA,45.4421303055556
stepwiseqtl,2012,MFM,3,28.640026,NA,NA,bin_3@28.64cM_scaffold_13388_3745,30.7159336211116,10.2205050922349,0,93.6147371319413,26.570025,scaffold_46112_2395,3.100002,29.670027,scaffold_42014_1292,0.01612,NA,0.0311460138269416,NA,29.5414892538462
stepwiseqtl,all-years,MFM,3,45.51005,NA,NA,bin_3@45.51cM_scaffold_12440_4793,34.2082887894308,19.8852207420208,0,87.2048470968805,42.860047,scaffold_42742_163,7.780005,50.640052,scaffold_11842_6734,1.66064272176368e-19,NA,2.38139230588554e-5,NA,45.4421303055556
stepwiseqtl,2011,MFM,10,52.800056,NA,NA,bin_10@52.8cM_scaffold_4545_1974,43.0117964206843,20.5278000317071,0,90.8814423383779,51.790055,scaffold_6929_8428,2.380002,54.170057,SCF80520,2.54865458957785e-8,NA,2.7397225227791e-4,NA,52.4237119677419
stepwiseqtl,2012,MFM,10,31.250026,NA,NA,bin_10@31.25cM_scaffold_17629_5187,49.7604144872488,23.648988732632102,0,93.6147371319413,28.270022,scaffold_62514_950,5.690008,33.96003,scaffold_9681_3143,0.01612,NA,0.0311460138269416,NA,32.223857691358
stepwiseqtl,all-years,MFM,10,39.030042,NA,NA,bin_10@39.03cM_scaffold_21095_4899,29.5625693140294,15.9775611119954,0,87.2048470968805,37.250038,SCF7569,4.620005,41.870043,scaffold_9057_2704,1.66064272176368e-19,NA,2.38139230588554e-5,NA,39.148212688172
stepwiseqtl,all-years,MFM,11,24.540025,NA,NA,bin_11@24.54cM_scaffold_113473_247,29.9993108297152,16.3240935979364,0,87.2048470968805,23.860023,scaffold_101041_374,6.460011,30.320034,scaffold_28856_2095,1.66064272176368e-19,NA,2.38139230588554e-5,NA,23.2159770638298
stepwiseqtl,all-years,num_aborted_flower,11,8.660012,NA,NA,bin_11@8.66cM_scaffold_17462_4134,38.8014934753941,19.4543983044027,0,89.7437143412052,7.47001,scaffold_2033_8836,2.100003,9.570013,scaffold_125_21038,0.0089,NA,0.0141512017656251,NA,7.95540523809524
stepwiseqtl,all-years,num_aborted_flower,11,39.200047,NA,NA,bin_11@39.2cM_scaffold_75872_1296,29.2345718953273,12.6007931736104,8.881784197001249e-16,89.7437143412052,38.070045,scaffold_13592_5230,3.600005,41.67005,scaffold_19915_4093,0.0089,NA,0.0141512017656251,NA,39.148212688172
stepwiseqtl,all-years,num_berries,10,2.990003,NA,NA,bin_10@2.99cM_scaffold_7448_397,26.3621296282311,10.6868041862861,6.57252030578093e-14,89.9166499153779,2.960002,ct93137,13.770012,16.730014,scaffold_16565_1657,0.0066,NA,0.0204014552316812,NA,1.80240955555556
stepwiseqtl,all-years,num_peds,1,58.280049,NA,NA,bin_1@58.28cM_scaffold_23359_736,36.6868635479299,13.5532419111126,0,92.1824053699952,56.220046,scaffold_29472_3905,4.540004,60.76005,scaffold_4844_3525,4.90738102675838e-6,0.99222,0.00106848345570342,2.13976100575396e-5,58.518545469697
stepwiseqtl,all-years,num_peds,11,23.860023,NA,NA,bin_11@23.86cM_scaffold_101041_374,50.8408400684391,23.6831806850299,0,92.1824053699952,21.880021,scaffold_1122_2182,4.190005,26.070026,Pr031818821_185,4.90738102675838e-6,0.99222,0.00106848345570342,2.13976100575396e-5,23.2159770638298
stepwiseqtl,2013,num_seeds,3,88.740077,NA,NA,bin_3@88.74cM_SCF58861,19.6716364645529,12.2612282925738,1.66533453693773e-15,85.4777395652328,87.550075,"NA172",4.850004,92.400079,SCF27510,0.00179,NA,0.00284178447097321,NA,88.4466818085106
stepwiseqtl,2011,num_seeds,5,89.920078,NA,NA,bin_5@89.92cM_scaffold_19553_2642,32.2438346218303,10.2921588897125,1.12132525487141e-14,92.7531328804629,88.920076,scaffold_68708_1669,1.490004,90.41008,scaffold_50249_221,7.3e-4,NA,0.00401196417810791,NA,88.4466818085106
stepwiseqtl,all-years,num_seeds,5,90.41008,NA,NA,bin_5@90.41cM_scaffold_37436_3330,23.2986113580353,10.3431263920528,7.88107357152512e-11,88.4296295169694,89.920078,scaffold_19553_2642,3.17000399999999,93.090082,scaffold_14912_1011,2.99981993748217e-24,NA,1.53947593918222e-7,NA,88.4466818085106
stepwiseqtl,2011,num_seeds,6,75.660098,NA,NA,bin_6@75.66cM_scaffold_7268_8243,39.202753639966,13.9782329337855,0,92.7531328804629,74.470097,scaffold_22544_4282,4.770003,79.2401,scaffold_78684_455,7.3e-4,NA,0.00401196417810791,NA,74.2744349193548
