"method","model","trait","chr","position","chr2","position2","nearest.marker","qtl.lod","marker.variance","qtl.pvalue","model.variance","interval.left","interval.marker.left","interval","interval.right","interval.marker.right","GLRpvalue","GxYLRpvalue","GZRpvalue","GxYZRpvalue","position.consensus"
"scanone","2012","BBI_SFY",12,54.960038,NA,NA,"bin_12@54.96cM_scaffold_2841_5173",13.3996827178589,15.349637758882,1.12956310971413e-11,70.3284658023223,54.390037,"scaffold_70077_1397",3.200004,57.590041,"scaffold_9105_1938",0.28109,NA,0.17679960575614,NA,55.7424152818182
"scanone","2012","BBI_TY",4,7.750008,NA,NA,"bin_4@7.75cM_scaffold_14868_593",4.8580118667516,3.90514475221208,0.000207957750358312,76.0692237071946,1.340003,"scaffold_13942_3967",55.080056,56.420059,"scaffold_31313_1886",0.31243,NA,0.188739806811578,NA,7.95540523809524
"scanone","all-years","BBI_TY",6,75.660098,NA,NA,"bin_6@75.66cM_scaffold_7268_8243",9.48805741478725,11.048202233896,1.25804331396751e-08,62.8055610695535,66.770091,"X319429_K63",12.470009,79.2401,"scaffold_78684_455",0.00266,0.9871,0.0054247802198028,0.00318056684276997,74.2744349193548
"scanone","2012","BBI_TY",7,52.400067,NA,NA,"bin_7@52.4cM_SCF137494",3.90875043697947,3.09497269786985,0.00127621453009286,76.0692237071946,32.420042,"scaffold_24689_3361",25.500035,57.920077,"scaffold_7398_4061",0.31243,NA,0.188739806811578,NA,52.4237119677419
"scanone","2012","BBI_TY",8,10.480008,NA,NA,"bin_8@10.48cM_scaffold_92_8835",10.8175922024118,9.57660327885569,1.84925386115253e-09,76.0692237071946,0,"scaffold_23137_3684",20.010019,20.010019,"scaffold_32841_3152",0.31243,NA,0.188739806811578,NA,11.7806784
"scanone","all-years","BBI_TY",8,27.560028,NA,NA,"bin_8@27.56cM_scaffold_36494_3177",9.11515316993951,10.5575802224345,2.69063955560256e-08,62.8055610695535,13.160013,"scaffold_21895_3426",23.070021,36.230034,"scaffold_51424_477",0.00266,0.9871,0.0054247802198028,0.00318056684276997,26.0773267619048
"scanone","2012","BBI_TY",10,38.730041,NA,NA,"bin_10@38.73cM_scaffold_21095_4928",14.1359666653196,13.2213234076291,2.63056243454685e-12,76.0692237071946,34.870032,"SCF112295",10.120015,44.990047,"vm72062",0.31243,NA,0.188739806811578,NA,39.148212688172
"scanone","all-years","BBI_TY",10,39.030042,NA,NA,"bin_10@39.03cM_scaffold_21095_4899",6.21001367637632,6.90232768547887,9.73150652827659e-06,62.8055610695535,31.850028,"scaffold_17752_4520",11.940017,43.790045,"scaffold_75617_1013",0.00266,0.9871,0.0054247802198028,0.00318056684276997,39.148212688172
"scanone","2012","BBI_TY",11,35.390036,NA,NA,"bin_11@35.39cM_scaffold_1773_837",19.0612513375028,19.3745449413166,2.22044604925031e-16,76.0692237071946,30.320034,"scaffold_28856_2095",7.750011,38.070045,"scaffold_13592_5230",0.31243,NA,0.188739806811578,NA,35.8390288655462
"scanone","all-years","BBI_TY",11,23.860023,NA,NA,"bin_11@23.86cM_scaffold_101041_374",15.3765346585018,19.4988948508651,7.18314296932476e-14,62.8055610695535,17.250019,"scaffold_26864_4373",10.740013,27.990032,"scaffold_4803_6119",0.00266,0.9871,0.0054247802198028,0.00318056684276997,23.2159770638298
"scanone","2012","BBI_TY",12,54.390037,NA,NA,"bin_12@54.39cM_scaffold_70077_1397",16.497536835559,16.0541660331891,2.44249065417534e-14,76.0692237071946,50.470034,"scaffold_85066_97",7.120007,57.590041,"scaffold_9105_1938",0.31243,NA,0.188739806811578,NA,55.7424152818182
"scanone","all-years","BBI_TY",12,57.23004,NA,NA,"bin_12@57.23cM_scaffold_5160_1395",13.6872875985862,16.9335525197316,2.31736851930009e-12,62.8055610695535,54.960038,"scaffold_43277_250",3.970004,58.930042,"scf79c",0.00266,0.9871,0.0054247802198028,0.00318056684276997,55.7424152818182
"scanone","all-years","BBI_UTBM",2,58.090065,NA,NA,"bin_2@58.09cM_scaffold_6617_6407",15.5253632776546,13.0549191725708,1.85962356624714e-13,75.3900534965516,56.670061,"scaffold_50678_1309",1.490005,58.160066,"scaffold_6617_6412",0.7915,NA,0.40348090049313,NA,58.518545469697
"scanone","2012","BBI_UTBM",3,50.640052,NA,NA,"bin_3@50.64cM_scaffold_119452_488",5.72984241840515,6.51327558660221,3.87327997151132e-05,66.627972103361,42.860047,"scaffold_42742_163",13.320008,56.180055,"scf5304",0.24693,NA,0.141016477957055,NA,48.6364195824176
"scanone","all-years","BBI_UTBM",3,17.520014,NA,NA,"bin_3@17.52cM_42710_K70",7.62290834112468,5.71915736712367,1.02689114067633e-06,75.3900534965516,1.16,"contig130Fb",22.430021,23.590021,"X121633_K63",0.7915,NA,0.40348090049313,NA,18.8971745882353
"scanone","all-years","BBI_UTBM",4,26.770027,NA,NA,"bin_4@26.77cM_scaffold_4724_2880",13.5503915116967,11.070054203355,9.17588227622446e-12,75.3900534965516,18.580019,"scaffold_27846_3448",14.300017,32.880036,"scaffold_23637_4496",0.7915,NA,0.40348090049313,NA,26.0773267619048
"scanone","2012","BBI_UTBM",5,57.210047,NA,NA,"bin_5@57.21cM_scaffold_75672_1002",4.20360152333896,4.66337526158468,0.00072793966366369,66.627972103361,48.650036,"SCF83615",24.100023,72.750059,"scaffold_13948_3284",0.24693,NA,0.141016477957055,NA,55.7424152818182
"scanone","2012","BBI_UTBM",6,51.280075,NA,NA,"bin_6@51.28cM_SCF3427",11.5885101961363,14.489227627199,4.04507871643034e-10,66.627972103361,40.50005,"scaffold_38187_2604",19.130034,59.630084,"scaffold_510_1791",0.24693,NA,0.141016477957055,NA,52.4237119677419
"scanone","all-years","BBI_UTBM",8,32.640033,NA,NA,"bin_8@32.64cM_scaffold_10354_3896",3.72140394941844,2.64297702638794,0.00186522103915032,75.3900534965516,17.460018,"SCF71136",36.270038,53.730056,"scaffold_151417_342",0.7915,NA,0.40348090049313,NA,32.223857691358
"scanone","2012","BBI_UTBM",9,80.040071,NA,NA,"bin_9@80.04cM_ct154206",8.53808405552769,10.1553105422594,1.63022780941269e-07,66.627972103361,75.260066,"scaffold_17741_2859",8.960008,84.220074,"scaffold_30128_1137",0.24693,NA,0.141016477957055,NA,80.9061962777778
"scanone","all-years","BBI_UTBM",9,58.28005,NA,NA,"bin_9@58.28cM_scaffold_184159_239",8.53015414385911,6.48287428821735,1.75195689178231e-07,75.3900534965516,55.290045,"scaffold_49889_117",25.600027,80.890072,"scaffold_61682_1180",0.7915,NA,0.40348090049313,NA,58.518545469697
"scanone","2012","BBI_UTBM",10,43.210044,NA,NA,"bin_10@43.21cM_scaffold_4975_3252",10.7403156079182,13.2425759853551,2.15332063291385e-09,66.627972103361,39.030042,"scaffold_17230_1777",15.140015,54.170057,"SCF80520",0.24693,NA,0.141016477957055,NA,42.78314045
"scanone","all-years","BBI_UTBM",11,38.070045,NA,NA,"bin_11@38.07cM_scaffold_7181_4242",10.6919107790949,8.38104149433025,2.54322407577945e-09,75.3900534965516,37.200041,"scaffold_32485_3398",18.770024,55.970065,"scaffold_59697_1170",0.7915,NA,0.40348090049313,NA,39.148212688172
"scanone","2012","BBI_UTBM",12,56.660039,NA,NA,"bin_12@56.66cM_SCF116567",10.6000988250712,13.0396400772805,2.83819179269784e-09,66.627972103361,50.470034,"scaffold_85066_97",7.120007,57.590041,"scaffold_9105_1938",0.24693,NA,0.141016477957055,NA,55.7424152818182
"scanone","all-years","BBI_UTBM",12,53.770035,NA,NA,"bin_12@53.77cM_SCF69698",14.3090674825605,11.8198471328936,2.05413464016146e-12,75.3900534965516,50.470034,"scaffold_85066_97",6.760006,57.23004,"scaffold_5160_1395",0.7915,NA,0.40348090049313,NA,52.4237119677419
"scanone","2012","berry_length",2,74.700085,NA,NA,"bin_2@74.7cM_scaffold_47218_1068",11.1151204559101,13.5902151555558,6.19182705108301e-10,67.1100192302853,67.310081,"scaffold_3191_5626",14.880009,82.19009,"scaffold_14670_2538",9.90398263306532e-10,NA,0.000173889865959711,NA,74.2744349193548
"scanone","2013","berry_length",2,74.700085,NA,NA,"bin_2@74.7cM_scaffold_47218_1068",4.98457292121162,5.89410130172137,0.000104532966867188,64.8689682043868,67.310081,"scaffold_3191_5626",14.880009,82.19009,"scaffold_14670_2538",2e-05,NA,0.00229282762542134,NA,74.2744349193548
"scanone","all-years","berry_length",2,70.540083,NA,NA,"bin_2@70.54cM_scaffold_7669_6864",8.21876476245737,10.3583888423222,1.20044569507094e-07,59.0069748441061,63.78008,"scaffold_57324_1853",18.41001,82.19009,"scaffold_14670_2538",5.51067531873317e-49,0.99672,4.38287811505069e-08,0.5,69.542822475
"scanone","2012","berry_length",8,36.230034,NA,NA,"bin_8@36.23cM_scaffold_51424_477",5.69303858319416,6.37420297168227,3.22239040433381e-05,67.1100192302853,23.900024,"scaffold_55266_271",34.940037,58.840061,"scaffold_25263_1974",9.90398263306532e-10,NA,0.000173889865959711,NA,35.8390288655462
"scanone","2013","berry_length",8,20.010019,NA,NA,"bin_8@20.01cM_scaffold_32841_3152",9.85572467448829,12.608304158076,4.9998718498756e-09,64.8689682043868,14.950016,"scaffold_135908_399",12.610012,27.560028,"scaffold_36494_3177",2e-05,NA,0.00229282762542134,NA,18.8971745882353
"scanone","all-years","berry_length",8,32.050032,NA,NA,"bin_8@32.05cM_scaffold_64256_140",4.70875443981176,5.64783697646021,0.000164141448190769,59.0069748441061,17.030017,"scaffold_54259",41.810044,58.840061,"scaffold_25263_1974",5.51067531873317e-49,0.99672,4.38287811505069e-08,0.5,32.223857691358
"scanone","2012","berry_length",9,3.370003,NA,NA,"bin_9@3.37cM_SCF125251",8.652195285588,10.1612109113796,8.79988437674228e-08,67.1100192302853,1.130001,"scf45d",5.690006,6.820007,"scaffold_48060_1390",9.90398263306532e-10,NA,0.000173889865959711,NA,1.80240955555556
"scanone","2012","berry_length",10,52.800056,NA,NA,"bin_10@52.8cM_scaffold_4545_1974",10.2767826948292,12.3934227724934,3.35652772243122e-09,67.1100192302853,50.000054,"scaffold_21777",11.460008,61.460062,"scaffold_9533_833",9.90398263306532e-10,NA,0.000173889865959711,NA,52.4237119677419
"scanone","2013","berry_length",10,51.790055,NA,NA,"bin_10@51.79cM_scaffold_6929_8428",10.2425816658954,13.1864365638271,2.2533982457773e-09,64.8689682043868,47.54005,"SCF82535",6.630007,54.170057,"SCF80520",2e-05,NA,0.00229282762542134,NA,52.4237119677419
"scanone","all-years","berry_length",10,51.790055,NA,NA,"bin_10@51.79cM_scaffold_6929_8428",11.3958822919469,15.0311194664523,1.60992774667079e-10,59.0069748441061,47.54005,"SCF82535",6.630007,54.170057,"SCF80520",5.51067531873317e-49,0.99672,4.38287811505069e-08,0.5,52.4237119677419
"scanone","2012","berry_length",11,28.380033,NA,NA,"bin_11@28.38cM_scaffold_115280_182",12.8300752759253,16.13788802297,1.9355628211315e-11,67.1100192302853,20.18002,"scaffold_72495_1231",18.510026,38.690046,"scaffold_4716_3230",9.90398263306532e-10,NA,0.000173889865959711,NA,29.5414892538462
"scanone","2013","berry_length",11,30.320034,NA,NA,"bin_11@30.32cM_scaffold_28856_2095",15.6825416472954,22.0980981856575,2.90878432451791e-14,64.8689682043868,20.18002,"scaffold_72495_1231",18.510026,38.690046,"scaffold_4716_3230",2e-05,NA,0.00229282762542134,NA,29.5414892538462
"scanone","all-years","berry_length",11,30.320034,NA,NA,"bin_11@30.32cM_scaffold_28856_2095",14.2588032857222,19.6048822571548,4.02122779519232e-13,59.0069748441061,20.18002,"scaffold_72495_1231",17.030022,37.210042,"scaffold_38945_3027",5.51067531873317e-49,0.99672,4.38287811505069e-08,0.5,29.5414892538462
"scanone","2011","berry_skin",4,7.160007,NA,NA,"bin_4@7.16cM_scaffold_8435_1079",6.97316338955688,3.94981077498858,3.62999768355188e-06,81.2482344693985,1.190002,"scaffold_66266_726",10.84001,12.030012,"scaffold_49537_1710",0.84929,NA,0.433983739368673,NA,7.95540523809524
"scanone","2011","berry_skin",5,47.120032,NA,NA,"bin_5@47.12cM_scaffold_19438_3420",17.5277324552319,11.5665902921735,3.5527136788005e-15,81.2482344693985,44.110028,"scaffold_150251_82",4.200007,48.310035,"scaffold_59748_944",0.84929,NA,0.433983739368673,NA,48.6364195824176
"scanone","all-years","berry_skin",5,23.410011,NA,NA,"bin_5@23.41cM_SCF259",9.55201099960305,13.5910713931885,5.12733411284216e-09,54.5927326648838,15.210008,"SCF59035",31.900023,47.110031,"scaffold_218000_24",0.03359,0.98887,0.039178950788224,8.21698677007881e-08,23.2159770638298
"scanone","2011","berry_skin",6,19.740022,NA,NA,"bin_6@19.74cM_scf207d",9.09267185292872,5.30782642265984,5.83724939495767e-08,81.2482344693985,17.450019,"scaffold_19868_2122",13.600017,31.050036,"scaffold_190917_138",0.84929,NA,0.433983739368673,NA,18.8971745882353
"scanone","2011","berry_skin",7,54.490072,NA,NA,"bin_7@54.49cM_scaffold_11311_2457",26.5309152436095,20.0531187888258,0,81.2482344693985,52.400067,"SCF137494",3.100006,55.500073,"scaffold_91938_860",0.84929,NA,0.433983739368673,NA,55.7424152818182
"scanone","all-years","berry_skin",7,68.540087,NA,NA,"bin_7@68.54cM_scaffold_49549_2235",10.7747850209454,15.6021133688002,3.81489062561968e-10,54.5927326648838,59.000078,"SCF4305",11.330011,70.330089,"scf5k",0.03359,0.98887,0.039178950788224,8.21698677007881e-08,69.542822475
"scanone","2011","berry_skin",9,75.260066,NA,NA,"bin_9@75.26cM_scaffold_17741_2859",11.4076197274459,6.8840513535521,6.23528118026684e-10,81.2482344693985,40.450035,"scaffold_56350_923",48.060047,88.510082,"scaffold_17431_1305",0.84929,NA,0.433983739368673,NA,74.2744349193548
"scanone","2011","berry_skin",11,54.190063,NA,NA,"bin_11@54.19cM_1trimcontig444344",7.24232535293127,4.11792685065485,2.15238109202431e-06,81.2482344693985,46.900054,"scaffold_91186_478",18.760025,65.660079,"scaffold_69192_1226",0.84929,NA,0.433983739368673,NA,55.7424152818182
"scanone","all-years","berry_skin",11,60.600075,NA,NA,"bin_11@60.6cM_scaffold_180807_123",13.9246406420126,21.1039501679483,4.61297666731753e-13,54.5927326648838,47.620055,"scaffold_33043_2724",23.750031,71.370086,"scaffold_20065_1714",0.03359,0.98887,0.039178950788224,8.21698677007881e-08,61.916488625
"scanone","2011","berry_skin",12,50.470034,NA,NA,"bin_12@50.47cM_scaffold_10505_3485",5.31775870659197,2.94269300940618,8.88741807723026e-05,81.2482344693985,46.97003,"scaffold_3950_1883",7.990008,54.960038,"scaffold_43277_250",0.84929,NA,0.433983739368673,NA,48.6364195824176
"scanone","2011","berry_weight",1,100.35009,NA,NA,"bin_1@100.35cM_scaffold_81716_1234",8.30424973358919,5.54776291558196,1.95366181454659e-07,78.2972996998772,97.960089,"scaffold_1825_2736",5.190004,103.150093,"scaffold_19539_410",0.00038,NA,0.00419555321109128,NA,100.66009765
"scanone","2013","berry_weight",1,69.310059,NA,NA,"bin_1@69.31cM_scaffold_2119_6852",10.5691432322131,6.76319590251778,4.88531670672643e-09,82.6316040251639,56.220046,"scaffold_29472_3905",17.780016,74.000062,"scaffold_34549_2167",0.18075,NA,0.12120610048171,NA,69.542822475
"scanone","all-years","berry_weight",1,100.35009,NA,NA,"bin_1@100.35cM_scaffold_81716_1234",4.29629733923711,4.49272119193058,0.000448492189788041,64.0536674176476,97.960089,"scaffold_1825_2736",9.730008,107.690097,"scaffold_29457_199",1.2212588970339e-17,NA,1.88173520890327e-05,NA,100.66009765
"scanone","all-years","berry_weight",2,99.560114,NA,NA,"bin_2@99.56cM_scaffold_8645_1830",3.90429468630134,4.06051087020565,0.000974706005443249,64.0536674176476,0,"SCF31394",100.750115,100.750115,"scaffold_8410_3911",1.2212588970339e-17,NA,1.88173520890327e-05,NA,100.66009765
"scanone","2011","berry_weight",3,45.51005,NA,NA,"bin_3@45.51cM_scaffold_12440_4793",22.8835114403036,18.9356929292689,0,78.2972996998772,41.080046,"scaffold_27872_1456",11.860007,52.940053,"scaffold_14059_5352",0.00038,NA,0.00419555321109128,NA,45.4421303055556
"scanone","2013","berry_weight",5,45.18003,NA,NA,"bin_5@45.18cM_scaffold_6777_7504",14.1542571224493,9.61107668796711,4.85655959892028e-12,82.6316040251639,42.430027,"scaffold_29987_810",11.840017,54.270044,"SCF101878",0.18075,NA,0.12120610048171,NA,45.4421303055556
"scanone","2011","berry_weight",6,7.850012,NA,NA,"bin_6@7.85cM_scaffold_430_12130",8.47772011656863,5.67765078706179,1.38277288730393e-07,78.2972996998772,4.470008,"scaffold_32325_2313",77.460099,81.930107,"scaffold_33952_482",0.00038,NA,0.00419555321109128,NA,7.95540523809524
"scanone","2012","berry_weight",6,26.590029,NA,NA,"bin_6@26.59cM_scaffold_28387_441",7.08171324055945,6.9168083266148,2.03814901600374e-06,71.9420638221869,19.230021,"scaffold_1409_6582",12.680016,31.910037,"scaffold_89554_711",1e-05,NA,0.00102976206383537,NA,26.0773267619048
"scanone","2013","berry_weight",6,7.850012,NA,NA,"bin_6@7.85cM_scaffold_430_12130",8.61867579129935,5.34218810035584,2.05855702373192e-07,82.6316040251639,0,"scaffold_137684_323",11.050013,11.050013,"ct92708",0.18075,NA,0.12120610048171,NA,7.95540523809524
"scanone","all-years","berry_weight",6,3.020005,NA,NA,"bin_6@3.02cM_SCF124927",6.86995521869818,7.44867507553133,2.56842038770522e-06,64.0536674176476,0,"scaffold_137684_323",30.540034,30.540034,"scaffold_28511_3940",1.2212588970339e-17,NA,1.88173520890327e-05,NA,1.80240955555556
"scanone","2012","berry_weight",8,26.970027,NA,NA,"bin_8@26.97cM_scaffold_12153_3062",6.63490263664413,6.43392023202995,4.96537129157648e-06,71.9420638221869,17.460018,"SCF71136",18.770016,36.230034,"scaffold_51424_477",1e-05,NA,0.00102976206383537,NA,26.0773267619048
"scanone","2013","berry_weight",8,2.380003,NA,NA,"bin_8@2.38cM_scaffold_1656_11289",11.0424738672972,7.12124011651221,1.96567251364854e-09,82.6316040251639,0,"scaffold_23137_3684",10.480008,10.480008,"scaffold_12369_3008",0.18075,NA,0.12120610048171,NA,1.80240955555556
"scanone","2011","berry_weight",9,77.130067,NA,NA,"bin_9@77.13cM_scaffold_27798_3359",7.01249942706678,4.59973186231929,2.54476512062674e-06,78.2972996998772,68.700062,"scaffold_121724_355",18.640017,87.340079,"ct154654",0.00038,NA,0.00419555321109128,NA,77.7192661081081
"scanone","2012","berry_weight",9,26.530024,NA,NA,"bin_9@26.53cM_scaffold_5282_2230",9.69086610273065,9.87473034672789,1.09186282237772e-08,71.9420638221869,22.59002,"scaffold_444_4247",14.880013,37.470033,"SCF136207",1e-05,NA,0.00102976206383537,NA,26.0773267619048
"scanone","2013","berry_weight",9,7.530008,NA,NA,"bin_9@7.53cM_SCF132532",9.65865936693164,6.08912621032974,2.80735018565181e-08,82.6316040251639,1.130001,"scf45d",10.510009,11.64001,"scaffold_10258_1783",0.18075,NA,0.12120610048171,NA,7.95540523809524
"scanone","2011","berry_weight",10,35.900034,NA,NA,"bin_10@35.9cM_scaffold_10256_1367",16.5328371976459,12.4427829541333,1.29896093881143e-14,78.2972996998772,28.270022,"scaffold_62514_950",8.980016,37.250038,"SCF7569",0.00038,NA,0.00419555321109128,NA,35.8390288655462
"scanone","2012","berry_weight",10,46.350049,NA,NA,"bin_10@46.35cM_scaffold_5638_9005",9.40792814890978,9.54224063601858,1.92883213845363e-08,71.9420638221869,43.960046,"scaffold_8981_2635",10.210011,54.170057,"SCF80520",1e-05,NA,0.00102976206383537,NA,45.4421303055556
"scanone","2013","berry_weight",10,28.150021,NA,NA,"bin_10@28.15cM_scaffold_173749_80",19.3968793704032,14.3915462228452,2.22044604925031e-16,82.6316040251639,21.51002,"scaffold_2700_844",9.740006,31.250026,"scaffold_17629_5187",0.18075,NA,0.12120610048171,NA,29.5414892538462
"scanone","all-years","berry_weight",10,37.250038,NA,NA,"bin_10@37.25cM_SCF7569",11.1081476911538,12.7946681409255,4.59253080009603e-10,64.0536674176476,21.51002,"scaffold_2700_844",28.490034,50.000054,"scaffold_21777",1.2212588970339e-17,NA,1.88173520890327e-05,NA,35.8390288655462
"scanone","2011","berry_weight",11,53.000061,NA,NA,"bin_11@53cM_scaffold_51138_759",20.3395864362435,16.1983902973608,0,78.2972996998772,50.630058,"SCF57497",2.960004,53.590062,"scaffold_33714_3153",0.00038,NA,0.00419555321109128,NA,52.4237119677419
"scanone","2012","berry_weight",11,38.070045,NA,NA,"bin_11@38.07cM_scaffold_7181_4242",19.9965668568629,24.2153254981613,0,71.9420638221869,37.200041,"scaffold_32485_3398",2.000006,39.200047,"scaffold_75872_1296",1e-05,NA,0.00102976206383537,NA,39.148212688172
"scanone","2013","berry_weight",11,43.470052,NA,NA,"bin_11@43.47cM_scaffold_5369_8651",22.2464151710012,17.3361960936453,0,82.6316040251639,40.340049,"scaffold_3947_9416",6.560005,46.900054,"scaffold_91186_478",0.18075,NA,0.12120610048171,NA,42.78314045
"scanone","all-years","berry_weight",11,28.380033,NA,NA,"bin_11@28.38cM_scaffold_115280_182",16.2657184679062,20.1964707021895,1.15463194561016e-14,64.0536674176476,24.540025,"scaffold_113473_310",20.100028,44.640053,"scaffold_109972_115",1.2212588970339e-17,NA,1.88173520890327e-05,NA,29.5414892538462
"scanone","2012","berry_width",1,89.400078,NA,NA,"bin_1@89.4cM_scaffold_10376_2956",7.49522587825678,9.39200587555705,4.52748827761695e-07,64.2428886049101,77.400068,"scaffold_22_11172",25.140023,102.540091,"scaffold_13178_3759",0.13438,NA,0.0546758920576806,NA,88.4466818085106
"scanone","2013","berry_width",1,32.270021,NA,NA,"bin_1@32.27cM_scaffold_8765_4335",6.85674152096043,6.54031013166502,5.92414951339215e-06,72.4992930189058,22.620007,"scaffold_3612_3319",32.400037,55.020044,"scaffold_3916_8681",0.34006,NA,0.192946245215368,NA,32.223857691358
"scanone","all-years","berry_width",1,100.35009,NA,NA,"bin_1@100.35cM_scaffold_81716_1234",11.8322019287624,12.1119199955655,1.04253494725981e-10,68.3860104863322,97.960089,"scaffold_1825_2736",5.190004,103.150093,"scaffold_19539_410",8.59605332585973e-07,NA,0.000817765546651317,NA,100.66009765
"scanone","2013","berry_width",3,68.070062,NA,NA,"bin_3@68.07cM_scaffold_28523_940",5.75201082700681,5.39003984074789,4.80130448206051e-05,72.4992930189058,60.960057,"scaffold_72821_1430",7.67000600000001,68.630063,"X313711_K70",0.34006,NA,0.192946245215368,NA,69.542822475
"scanone","2013","berry_width",4,32.320035,NA,NA,"bin_4@32.32cM_SCF28100",7.73967393446213,7.48849577478788,1.10334911818111e-06,72.4992930189058,20.360021,"SCF46739",14.50002,34.860041,"scaffold_26143_204",0.34006,NA,0.192946245215368,NA,32.223857691358
"scanone","2013","berry_width",5,90.41008,NA,NA,"bin_5@90.41cM_scaffold_37436_3330",5.85478754915435,5.4953928848436,3.95431073167973e-05,72.4992930189058,72.210058,"scaffold_28619_160",20.880024,93.090082,"scaffold_14912_1011",0.34006,NA,0.192946245215368,NA,88.4466818085106
"scanone","2012","berry_width",6,35.950044,NA,NA,"bin_6@35.95cM_scaffold_27703_3875",5.1594463418847,6.22697193310902,5.83209470736978e-05,64.2428886049101,28.210033,"scaffold_57397_529",17.590027,45.80006,"scaffold_61919_429",0.13438,NA,0.0546758920576806,NA,35.8390288655462
"scanone","2013","berry_width",6,0,NA,NA,"bin_6@0cM_scaffold_137684_431",9.93662235768083,9.96401716425031,1.64674862634939e-08,72.4992930189058,0,"scaffold_137684_323",25.100028,25.100028,"scaffold_20741_4363",0.34006,NA,0.192946245215368,NA,1.80240955555556
"scanone","all-years","berry_width",6,2.780004,NA,NA,"bin_6@2.78cM_vm31701",7.99348927992629,7.74463310208927,2.63548085133181e-07,68.3860104863322,0,"scaffold_137684_323",14.630016,14.630016,"scaffold_8136_242",8.59605332585973e-07,NA,0.000817765546651317,NA,1.80240955555556
