id,trait,model,chr,position,mean_marker_variance,population,method,study,interval_left,interval_right,count,model_count,study_count,trait_count,method_count,population_count
100+101+302+303,UKUX,all-years+2012+2011,3,29.450027499999997,22.861288941199696,cnj02,scanone+stepwiseqtl,self,28.640026,30.260029,4,3,1,1,2,1
106+310,UKUY,2012,2,37.870033500000005,22.552226088227947,cnj02,scanone+stepwiseqtl,self,36.020031,39.720036,2,1,1,1,2,1
472,UKUY,all-years,11,38.635035,22.4056326909214,cnj04,scanone,self,36.93003,40.34004,1,1,1,1,1,1
646,UNS,2014,3,37.5700335,22.1662980251018,cnj04,stepwiseqtl,self,36.190032,38.950035,1,1,1,1,1,1
715,UL,2014,2,78.5500805,21.6665220712673,cnj04,stepwiseqtl,self,74.700078,82.400083,1,1,1,1,1,1
717+519,UL,all-years,2,58.340063,21.4869058722611,cnj04,scanone+stepwiseqtl,self,57.45006,59.230066,2,1,1,1,2,1
148+340+350,UNP+UNAF,all-years+2013,11,23.9750235,21.46008174113747,cnj02,scanone+stepwiseqtl,self,21.880021,26.070026,3,2,1,2,2,1
697+699+668,SFY+TY,all-years+2012,10,63.44506749999999,21.380297448380134,cnj04,stepwiseqtl,self,62.450067,64.440068,3,2,1,2,1,1
147+349+478,UNP+UNAF,2013+2011,11,35.390031500000006,21.37204873280493,cnj04+cnj02,scanone+stepwiseqtl,self,35.390027,35.390036,3,2,1,2,2,2
470,UKUY,all-years,7,42.6400345,21.2601567387611,cnj04,scanone,self,35.700029,49.58004,1,1,1,1,1,1
648,UNS,all-years,7,5.6950009999999995,21.1421872510077,cnj04,stepwiseqtl,self,0.59,10.800002,1,1,1,1,1,1
544+437+712+233+126,UBM+UMFM+MFM,all-years+2011,10,35.425034499999995,20.955791131563938,cnj04+cnj02,scanone+stepwiseqtl,self,34.830033,36.020036,5,2,1,3,2,2
676+678,TA,all-years+2011,11,18.3000145,20.7522700494391,cnj04,stepwiseqtl,self,16.420014,20.180015,2,2,1,1,1,1
592+466+90+292,UKSO,all-years+2012,12,56.2750395,20.717895615816577,cnj04+cnj02,scanone+stepwiseqtl,self,54.960038,57.590041,4,2,1,1,2,2
52,UCLS,2011,1,41.6200345,20.6816738820705,cnj02,scanone,self,37.460031,45.780038,1,1,1,1,1,1
552+457+553,Brix,2014+2011,11,41.9200395,20.574272906809636,cnj04,scanone+stepwiseqtl,self,39.200038,44.640041,3,2,1,1,2,1
525+702+527,UBL+ULvW,all-years+2012+2011,2,45.6050445,20.542520000035168,cnj04,stepwiseqtl,self,43.420044,47.790045,3,3,1,2,1,1
324,MFM,2011,10,52.980056000000005,20.5278000317071,cnj02,stepwiseqtl,self,51.790055,54.170057,1,1,1,1,1,1
692,UTBM,2012,12,57.7700355,20.4897122556274,cnj04,stepwiseqtl,self,54.960034,60.580037,1,1,1,1,1,1
301,UKUX,2011,3,27.305024500000002,20.465217737052,cnj02,stepwiseqtl,self,25.970023,28.640026,1,1,1,1,1,1
157,PAC,2013,7,58.7600765,20.3643564043877,cnj02,scanone,self,55.500073,62.02008,1,1,1,1,1,1
511,TA,2012,10,68.12507249999999,20.1278370136181,cnj04,scanone,self,64.86007,71.390075,1,1,1,1,1,1
158+493+654,PAC,2012,11,44.645046,19.779013476181,cnj04+cnj02,scanone+stepwiseqtl,self,41.67005,47.620042,3,1,1,1,2,2
595+596,UKUX,2012+2014,4,16.995013999999998,19.6923706587121,cnj04,stepwiseqtl,self,15.600013,18.390015,2,2,1,1,1,1
486,UNP,2011,1,67.6400645,19.4742577895385,cnj04,scanone,self,66.530063,68.750066,1,1,1,1,1,1
631,UNB,2012,11,37.130032,19.4697149479734,cnj04,stepwiseqtl,self,34.370025,39.890039,1,1,1,1,1,1
456+249+36+549,Brix,2013+2011,9,85.40006600000001,19.42540143672135,cnj04+cnj02,scanone+stepwiseqtl,self,85.400056,85.400076,4,2,1,1,2,2
8,BBITY,2012,11,34.1950395,19.3745449413166,cnj02,scanone,self,30.320034,38.070045,1,1,1,1,1,1
488+138+338+642,UNP+UNAF,all-years+2014+2011,11,11.8100095,19.242667828949326,cnj04+cnj02,scanone+stepwiseqtl,self,9.570008,14.050011,4,3,1,2,2,2
184,TA,2011,11,52.42006000000001,19.2426536664195,cnj02,scanone,self,50.060056,54.780064,1,1,1,1,1,1
128+33+130+34+327+201+236+238+244+440+127,UBM+UMFM+MFM+UBW,all-years+2012+2011,11,29.350033500000002,19.17462008263359,cnj02,scanone+stepwiseqtl,self,28.380033,30.320034,11,3,1,4,2,1
674,TA,2011,3,22.6500165,19.1743365192497,cnj04,stepwiseqtl,self,20.750015,24.550018,1,1,1,1,1,1
495,PFR,2012,4,51.3900455,18.9501272895072,cnj04,scanone,self,45.880042,56.900049,1,1,1,1,1,1
460+565,UCLS,2014,1,10.8100065,18.85395454661495,cnj04,scanone+stepwiseqtl,self,7.510004,14.110009,2,1,1,1,2,1
610+131+132+329+474+331,UNAB,all-years+2011,3,36.0650355,18.84291670587295,cnj04+cnj02,scanone+stepwiseqtl,self,35.940035,36.190036,6,2,1,1,2,2
643,UNS,2011,1,67.6400645,18.7467074977218,cnj04,stepwiseqtl,self,66.530063,68.750066,1,1,1,1,1,1
160+162+658+500+374,PFR,all-years+2012+2011,11,30.775028499999998,18.59841205615362,cnj04+cnj02,scanone+stepwiseqtl,self,30.320034,31.230023,5,3,1,1,2,2
143,UN0,2013,3,39.105042499999996,18.4799649739146,cnj02,scanone,self,37.130039,41.080046,1,1,1,1,1,1
633+485,UN0,2012,2,52.360052499999995,18.3818588016211,cnj04,scanone+stepwiseqtl,self,50.250049,54.470056,2,1,1,1,2,1
468,UKUY,2012,2,48.290048999999996,18.3057240796724,cnj04,scanone,self,42.110042,54.470056,1,1,1,1,1,1
43+44+45,UCD,all-years+2012+2011,7,46.085055499999996,18.2108559243113,cnj02,scanone,self,42.590053,49.580058,3,3,1,1,1,1
616+617,UNAB,all-years+2014,9,72.4350455,18.07902633966685,cnj04,stepwiseqtl,self,71.690045,73.180046,2,2,1,1,1,1
48+49,UCLP,all-years+2011,7,29.275041,18.056825471759453,cnj02,scanone,self,25.820039,32.730043,2,2,1,1,1,1
416+191+415,UTBM,2012+2013+2011,11,29.805034,18.017542803262433,cnj02,scanone+stepwiseqtl,self,28.380033,31.230035,3,3,1,1,2,1
330,UNAB,2013,3,40.1750445,18.0107496388145,cnj02,stepwiseqtl,self,39.270043,41.080046,1,1,1,1,1,1
403+183,TA,2012,5,46.915033,17.9451195671187,cnj02,scanone+stepwiseqtl,self,45.18003,48.650036,2,1,1,1,2,1
640+622,UNP+UNAF,2012,8,10.7750095,17.9313213326318,cnj04,stepwiseqtl,self,9.880008,11.670011,2,1,1,2,1,1
177+178+179+196+398+396+701+397,SFY+TY,2013+all-years+2012+2011,12,40.355021,17.88463819715835,cnj04+cnj02,scanone+stepwiseqtl,self,38.110019,42.600023,8,4,1,2,2,2
24+228,UBBL,2011,7,54.9950725,17.8528186385682,cnj02,scanone+stepwiseqtl,self,54.490072,55.500073,2,1,1,1,2,1
505,USL,2014,6,47.090061500000004,17.7407376125599,cnj04,scanone,self,44.390054,49.790069,1,1,1,1,1,1
487+341+623,UNP+UNAF,all-years+2011,11,7.885008,17.740134289725734,cnj04+cnj02,scanone+stepwiseqtl,self,7.47001,8.300006,3,2,1,2,2,2
123,MFM,2013,3,37.3050385,17.6680447157928,cnj02,scanone,self,35.340034,39.270043,1,1,1,1,1,1
216+9,BBITY,all-years,11,19.56502,17.634876377023097,cnj02,scanone+stepwiseqtl,self,17.250019,21.880021,2,1,1,1,2,1
503,USL,2014,2,47.5400475,17.5543677748974,cnj04,scanone,self,42.110042,52.970053,1,1,1,1,1,1
359,UNS,2012,11,17.7350185,17.5014468056659,cnj02,stepwiseqtl,self,15.290017,20.18002,1,1,1,1,1,1
483,UNB,2011,7,32.0400275,17.4211149339828,cnj04,scanone,self,25.820025,38.26003,1,1,1,1,1,1
243+325+200+27+28+125,UBM+UMFM+UBW+MFM,2013+all-years+2012+2011,10,29.390023499999998,17.41551671989033,cnj02,scanone+stepwiseqtl,self,28.970023,29.810024,6,4,1,4,2,1
300,UKTO,2012,12,46.6800295,17.4146734128387,cnj02,stepwiseqtl,self,44.600028,48.760031,1,1,1,1,1,1
31,UBM,2013,11,43.6200515,17.3361960936453,cnj02,scanone,self,40.340049,46.900054,1,1,1,1,1,1
94,UKTO,2011,9,51.455044,17.3117495435904,cnj02,scanone,self,44.630038,58.28005,1,1,1,1,1,1
297,UKTO,2013,9,81.065072,17.2988809907831,cnj02,stepwiseqtl,self,77.91007,84.220074,1,1,1,1,1,1
489+650+364,PAC,2013+2011,7,47.540048,17.2118718745722,cnj04+cnj02,scanone+stepwiseqtl,self,47.540039,47.540057,3,2,1,1,2,2
515+684+683,UTBM,all-years+2011,3,35.9150315,17.1740543468359,cnj04,scanone+stepwiseqtl,self,35.34003,36.490033,3,2,1,1,2,1
363,PAC,2013,2,15.370018,17.1670857409358,cnj02,stepwiseqtl,self,13.690016,17.05002,1,1,1,1,1,1
632,UN0,2012,1,67.245064,17.1395959242879,cnj04,stepwiseqtl,self,65.740062,68.750066,1,1,1,1,1,1
625+626,UNB,2014+2011,3,39.9950365,17.0571082559417,cnj04,stepwiseqtl,self,39.510036,40.480037,2,2,1,1,1,1
638,UNP,all-years,6,15.740016999999998,16.9859063511743,cnj04,stepwiseqtl,self,14.630016,16.850018,1,1,1,1,1,1
377,PFR,2011,12,26.200015,16.974866977179,cnj02,stepwiseqtl,self,20.860014,31.540016,1,1,1,1,1,1
566,UCLS,2011,2,41.5100415,16.9492335435512,cnj04,stepwiseqtl,self,39.72004,43.300043,1,1,1,1,1,1
542,UBM,2014,9,82.130052,16.8689451245284,cnj04,stepwiseqtl,self,80.040051,84.220053,1,1,1,1,1,1
532,UBL,all-years,10,37.525039,16.8287359184226,cnj04,stepwiseqtl,self,36.020036,39.030042,1,1,1,1,1,1
192+190,UTBM,all-years+2011,11,44.375051,16.81400017580105,cnj02,scanone,self,38.690046,50.060056,2,2,1,1,1,1
615,UNAB,2012,9,79.7400505,16.6436957959279,cnj04,stepwiseqtl,self,75.260048,84.220053,1,1,1,1,1,1
570,UCLS,2014,8,58.6850545,16.5793496034886,cnj04,stepwiseqtl,self,54.950051,62.420058,1,1,1,1,1,1
584+575,UKEC+UKLvW,all-years+2014,4,9.2400095,16.55243869710035,cnj04,stepwiseqtl,self,7.160008,11.320011,2,2,1,2,1,1
394,SFY,2012,11,41.6650495,16.5129881936296,cnj02,stepwiseqtl,self,38.690046,44.640053,1,1,1,1,1,1
41+559,UCD,all-years,4,39.750042,16.4497875002182,cnj04+cnj02,scanone+stepwiseqtl,self,35.640043,43.860041,2,1,1,1,2,2
554+37+459+458+555,UCD,all-years+2012+2013,2,57.5200605,16.394143070368262,cnj04+cnj02,scanone+stepwiseqtl,self,57.45006,57.590061,5,3,1,1,2,2
443+205+206,UL,all-years+2012,6,39.700049,16.350739282301035,cnj02,scanone+stepwiseqtl,self,38.900048,40.50005,3,2,1,1,2,1
252+556,UCD,2012+2013,4,26.9250255,16.32308147116035,cnj04+cnj02,stepwiseqtl,self,26.790022,27.060029,2,2,1,1,1,2
240+603,UBW+MFM,all-years+2013,4,30.8250305,16.3180336442937,cnj04+cnj02,stepwiseqtl,self,29.330033,32.320028,2,2,1,2,1,2
432,ULvW,2011,11,77.485093,16.316991794658,cnj02,stepwiseqtl,self,75.640091,79.330095,1,1,1,1,1,1
644,UNS,all-years,1,86.785078,16.2803689402828,cnj04,stepwiseqtl,self,81.390076,92.18008,1,1,1,1,1,1
242+546+543,UBM+UBW,all-years+2013,9,58.6850365,16.2649005316482,cnj04+cnj02,stepwiseqtl,self,58.280036,59.090037,3,2,1,2,1,2
355,UNS,all-years,6,51.4300755,16.2518450634,cnj02,stepwiseqtl,self,49.790074,53.070077,1,1,1,1,1,1
312+110,UKUY,2011,9,8.240008,16.2280369691507,cnj02,scanone+stepwiseqtl,self,4.840006,11.64001,2,1,1,1,2,1
29,UBM,2011,11,52.110060000000004,16.1983902973608,cnj02,scanone,self,50.630058,53.590062,1,1,1,1,1,1
380+378+164,PFR,all-years+2012,12,19.515012499999997,16.145278823757234,cnj02,scanone+stepwiseqtl,self,18.170011,20.860014,3,2,1,1,2,1
469,UKUY,all-years,2,6.530006,16.1230302174307,cnj04,scanone,self,0.0,13.060012,1,1,1,1,1,1
520,BBISFY,2011,3,24.4750185,16.1220095082579,cnj04,stepwiseqtl,self,22.980017,25.97002,1,1,1,1,1,1
707+275+533+75+76+285,UBL+ULvW+UKEC+UKLvW,2013+all-years+2012+2011,11,18.715017000000003,16.089146753289533,cnj04+cnj02,scanone+stepwiseqtl,self,17.250019,20.180015,6,4,1,4,2,2
409,Tacy,all-years,7,33.8550445,16.0863624801906,cnj02,stepwiseqtl,self,29.450041,38.260048,1,1,1,1,1,1
384+385+386,URB,2011,7,51.760065,16.0851245272232,cnj02,stepwiseqtl,self,50.010061,53.510069,3,1,1,1,1,1
367+159,PAC,2011,12,48.720032,16.060368837327452,cnj02,scanone+stepwiseqtl,self,46.97003,50.470034,2,1,1,1,2,1
530+447,UBL,2014,7,13.8650065,15.952833395054249,cnj04,scanone+stepwiseqtl,self,13.120005,14.610008,2,1,1,1,2,1
1,BBISFY,2012,3,34.7750335,15.8972719757384,cnj02,scanone,self,33.360031,36.190036,1,1,1,1,1,1
379+163,PFR,2013,12,41.3550235,15.849798367484599,cnj02,scanone+stepwiseqtl,self,38.110019,44.600028,2,1,1,1,2,1
613,UNAB,2014,7,49.155041,15.7502954280624,cnj04,stepwiseqtl,self,47.540039,50.770043,1,1,1,1,1,1
50+255,UCLP,2011,10,52.980056000000005,15.740850034190599,cnj02,scanone+stepwiseqtl,self,51.790055,54.170057,2,1,1,1,2,1
573,UCLS,2011,12,71.760047,15.693618822352,cnj04,stepwiseqtl,self,67.750044,75.77005,1,1,1,1,1,1
208+444,UL,2011,11,47.425055,15.69358081772765,cnj02,scanone+stepwiseqtl,self,44.640053,50.210057,2,1,1,1,2,1
417,TY,2013,6,42.0150515,15.6934836624253,cnj02,stepwiseqtl,self,40.50005,43.530053,1,1,1,1,1,1
217+10+11+218,BBITY,all-years+2012,12,56.095039,15.68373304994725,cnj02,scanone+stepwiseqtl,self,54.960038,57.23004,4,2,1,1,2,1
299,UKTO,all-years,11,8.220011,15.6785391208441,cnj02,stepwiseqtl,self,6.870009,9.570013,1,1,1,1,1,1
647,UNS,all-years,3,42.5100385,15.6538340749053,cnj04,stepwiseqtl,self,39.510036,45.510041,1,1,1,1,1,1
434,ULvW,all-years,11,81.035098,15.6181975399326,cnj02,stepwiseqtl,self,79.550096,82.5201,1,1,1,1,1,1
562,UCLP,all-years,1,67.6400645,15.5977236647993,cnj04,stepwiseqtl,self,66.530063,68.750066,1,1,1,1,1,1
539+540+454+455,UBBL,all-years+2014,9,87.5700595,15.5502806962141,cnj04,scanone+stepwiseqtl,self,87.340059,87.80006,4,2,1,1,2,1
56+260,UCLS,all-years,3,60.400057000000004,15.510488645192499,cnj02,scanone+stepwiseqtl,self,58.580056,62.220058,2,1,1,1,2,1
98+99,UKUX,all-years+2012,2,50.370048999999995,15.4756453286009,cnj02,scanone,self,48.260045,52.480053,2,2,1,1,1,1
594,UKTO,2014,4,10.77501,15.418506562571,cnj04,stepwiseqtl,self,10.230009,11.320011,1,1,1,1,1,1
522+446,BBITY,2011,3,38.040034500000004,15.41377959183895,cnj04,scanone+stepwiseqtl,self,37.130034,38.950035,2,1,1,1,2,1
659,URB,2014,3,62.405047999999994,15.400202399939,cnj04,stepwiseqtl,self,56.180046,68.63005,1,1,1,1,1,1
129+245+439+202+237+30,UBM+UMFM+UBW+MFM,all-years+2012+2013,11,38.3800455,15.36482721085847,cnj02,scanone+stepwiseqtl,self,38.070045,38.690046,6,3,1,4,2,1
39,UCD,2012,4,51.635057,15.3058553081052,cnj02,scanone,self,46.850055,56.420059,1,1,1,1,1,1
26+323+602+230+121+122+124,UBM+MFM,all-years+2012+2011,3,43.050044,15.297634660833626,cnj04+cnj02,scanone+stepwiseqtl,self,43.05004,43.050048,7,3,1,2,2,2
636,UN0,2014,11,70.60006,15.2865547791691,cnj04,stepwiseqtl,self,67.450058,73.750062,1,1,1,1,1,1
333+135,UNAB,2013,9,87.175078,15.27447118776185,cnj02,scanone+stepwiseqtl,self,87.010077,87.340079,2,1,1,1,2,1
634,UN0,2014,4,35.215032,15.2454824592144,cnj04,stepwiseqtl,self,33.58003,36.850034,1,1,1,1,1,1
665,USL,2014,12,52.715032,15.2348637688856,cnj04,stepwiseqtl,self,50.47003,54.960034,1,1,1,1,1,1
499,PFR,all-years,10,41.4100445,15.2042207171007,cnj04,scanone,self,39.030042,43.790047,1,1,1,1,1,1
428,ULvW,2011,10,67.550068,15.173422066543,cnj02,stepwiseqtl,self,65.460067,69.640069,1,1,1,1,1,1
92,UKTO,2013,3,34.480033,15.1489317077715,cnj02,scanone,self,32.77003,36.190036,1,1,1,1,1,1
528+65+80+277+79+265+78+63,UKEC+UBL+UKLvW,all-years+2012+2011,3,30.705028,15.140962047719238,cnj04+cnj02,scanone+stepwiseqtl,self,28.640026,32.77003,8,3,1,3,2,2
83+69+281+267+269,UKEC+UKLvW,all-years+2011,8,56.7400595,15.130168115342542,cnj02,scanone+stepwiseqtl,self,54.640058,58.840061,5,2,1,2,2,1
521,BBISFY,2011,5,60.1150345,15.1119893629513,cnj04,stepwiseqtl,self,58.410033,61.820036,1,1,1,1,1,1
74+580+586,UKEC+UKLvW,all-years+2012,11,38.3800355,15.067703017802534,cnj04+cnj02,scanone+stepwiseqtl,self,38.070035,38.690036,3,2,1,2,2,2
58,UCLS,2012,5,34.6200205,15.06683764736,cnj02,scanone,self,31.090019,38.150022,1,1,1,1,1,1
105+309,UKUX,2013,11,37.950044000000005,15.065458201513199,cnj02,scanone+stepwiseqtl,self,37.210042,38.690046,2,1,1,1,2,1
418+195+700,TY,2012,12,56.0950365,15.056981341919501,cnj04+cnj02,scanone+stepwiseqtl,self,54.960038,57.230035,3,1,1,1,2,2
687,UTBM,2014,6,16.665018,15.0500417156763,cnj04,stepwiseqtl,self,15.880017,17.450019,1,1,1,1,1,1
296,UKTO,2011,9,6.3850055,14.9793738634767,cnj02,stepwiseqtl,self,1.130001,11.64001,1,1,1,1,1,1
161+373+375,PFR,2013+2011,11,34.2200385,14.937170567100933,cnj02,scanone+stepwiseqtl,self,31.230035,37.210042,3,2,1,1,2,1
273+84+70+86+72+270,UKEC+UKLvW,all-years+2011,9,80.4650715,14.896876553782219,cnj02,scanone+stepwiseqtl,self,80.040071,80.890072,6,2,1,2,2,1
211+4,BBISFY,all-years,11,29.805034,14.859591192570651,cnj02,scanone+stepwiseqtl,self,28.380033,31.230035,2,1,1,1,2,1
165+166+167+381+382+383,URB,2011,1,30.690018000000002,14.792628569540001,cnj02,scanone+stepwiseqtl,self,29.700016,31.68002,6,1,1,1,2,1
576+585,UKEC+UKLvW,all-years+2012,6,80.9700905,14.77693433070645,cnj04,stepwiseqtl,self,79.240088,82.700093,2,2,1,2,1,1
507,USL,2014,11,3.6100015,14.6333414477389,cnj04,scanone,self,1.19,6.030003,1,1,1,1,1,1
137+342,UNAF,all-years+2011,11,39.8700475,14.6169051561501,cnj02,scanone+stepwiseqtl,self,38.070045,41.67005,2,2,1,1,2,1
604,MFM,2012,7,3.8750005,14.6028285176123,cnj04,stepwiseqtl,self,0.59,7.160001,1,1,1,1,1,1
716,UL,all-years,2,4.910005,14.5991122440178,cnj04,stepwiseqtl,self,1.790002,8.030008,1,1,1,1,1,1
358,UNS,all-years,10,19.770016499999997,14.5869834633717,cnj02,stepwiseqtl,self,18.530015,21.010018,1,1,1,1,1,1
387+388+389+168+169+170,URB,2011,11,47.3500545,14.56226115497085,cnj02,scanone+stepwiseqtl,self,44.640053,50.060056,6,1,1,1,2,1
561,UCD,2012,12,50.2200285,14.523433772273,cnj04,stepwiseqtl,self,46.970026,53.470031,1,1,1,1,1,1
3,BBISFY,2012,11,19.56502,14.463676896347,cnj02,scanone,self,17.250019,21.880021,1,1,1,1,1,1
326+438,UMFM+MFM,all-years,10,37.825038500000005,14.45596331619125,cnj02,stepwiseqtl,self,37.250038,38.400039,2,1,1,2,1,1
426,ULvW,2013,5,31.1100185,14.4478243103499,cnj02,stepwiseqtl,self,26.360017,35.86002,1,1,1,1,1,1
368,PFR,2011,4,62.375063,14.4340988386572,cnj02,stepwiseqtl,self,59.880062,64.870064,1,1,1,1,1,1
482+629+630,UNB,all-years+2014,6,29.6100325,14.360615503109733,cnj04,scanone+stepwiseqtl,self,28.170032,31.050033,3,2,1,1,2,1
298,UKTO,2011,11,57.465068,14.3547159878222,cnj02,stepwiseqtl,self,56.580066,58.35007,1,1,1,1,1,1
356+150+151,UNS,2012+2011,7,46.7750565,14.3412970728235,cnj02,scanone+stepwiseqtl,self,46.010056,47.540057,3,2,1,1,2,1
599,UKUX,all-years,8,11.820011000000001,14.3281822816292,cnj04,stepwiseqtl,self,10.480009,13.160013,1,1,1,1,1,1
246,UBW,2013,12,57.12504,14.3248299224486,cnj02,stepwiseqtl,self,56.660039,57.590041,1,1,1,1,1,1
320+232+435+436,UBM+UMFM+MFM,all-years+2011,3,46.255050499999996,14.285486966291751,cnj02,stepwiseqtl,self,45.51005,47.000051,4,2,1,3,1,1
133+614,UNAB,all-years+2011,7,35.7500375,14.264234307552599,cnj04+cnj02,scanone+stepwiseqtl,self,33.240027,38.260048,2,2,1,1,2,2
112+111,UKUY,all-years+2011,11,14.420016,14.24730059695675,cnj02,scanone,self,8.660012,20.18002,2,2,1,1,1,1
257+53,UCLS,2013,2,46.355044,14.23653919414245,cnj02,scanone+stepwiseqtl,self,43.420042,49.290046,2,1,1,1,2,1
140,UNB,2011,5,66.7300545,14.2361835072794,cnj02,scanone,self,61.250051,72.210058,1,1,1,1,1,1
264+61,UCLS,2011,11,34.3650395,14.22461970135615,cnj02,scanone+stepwiseqtl,self,31.230035,37.500044,2,1,1,1,2,1
467,UKTO,all-years,7,42.6400345,14.2119200887445,cnj04,scanone,self,35.700029,49.58004,1,1,1,1,1,1
212,BBISFY,2012,12,56.2750395,14.1877568312548,cnj02,stepwiseqtl,self,54.960038,57.590041,1,1,1,1,1,1
606+607,MFM,all-years+2012,10,61.4350665,14.13207259060605,cnj04,stepwiseqtl,self,58.430065,64.440068,2,2,1,1,1,1
464+582,UKEC,2011,12,51.115029,14.0900092694899,cnj04,scanone+stepwiseqtl,self,48.760027,53.470031,2,1,1,1,2,1
564,UCLS,2012,1,28.8250305,14.0626312429392,cnj04,stepwiseqtl,self,25.380027,32.270034,1,1,1,1,1,1
256,UCLP,2012,11,39.440046,14.0609104114651,cnj02,stepwiseqtl,self,37.210042,41.67005,1,1,1,1,1,1
82+67+68+279+280+268,UKEC+UKLvW,2012+2011,8,51.815051,14.045004501187265,cnj02,scanone+stepwiseqtl,self,51.220049,52.410053,6,2,1,2,2,1
538+227+452+23,UBBL,2014+2011,5,47.715027500000005,14.0018181373114,cnj04+cnj02,scanone+stepwiseqtl,self,47.120032,48.310023,4,2,1,1,2,2
413,UTBM,all-years,6,30.060035,13.999113575271,cnj02,stepwiseqtl,self,28.210033,31.910037,1,1,1,1,1,1
354,UNS,2011,6,76.8550985,13.9782329337855,cnj02,stepwiseqtl,self,74.470097,79.2401,1,1,1,1,1,1
620+476,UNAF,2011,7,42.790034500000004,13.9618342063262,cnj04,scanone+stepwiseqtl,self,41.830033,43.750036,2,1,1,1,2,1
689+690+516+517,UTBM,all-years+2014+2011,9,82.55505249999999,13.960597195990076,cnj04,scanone+stepwiseqtl,self,80.890052,84.220053,4,3,1,1,2,1
481,UNB,2011,3,63.0250485,13.9324724825969,cnj04,scanone,self,56.180046,69.870051,1,1,1,1,1,1
304,UKUX,2011,8,51.2850505,13.9260484146241,cnj02,stepwiseqtl,self,50.160048,52.410053,1,1,1,1,1,1
581,UKEC,all-years,11,52.4950455,13.9122389452489,cnj04,stepwiseqtl,self,50.210044,54.780047,1,1,1,1,1,1
214,BBITY,2012,11,11.810013999999999,13.850441667815,cnj02,stepwiseqtl,self,9.570013,14.050015,1,1,1,1,1,1
