id,trait,model,chr,position,mean_marker_variance,population,method,study,interval_left,interval_right,count,model_count,study_count,trait_count,method_count,population_count
54+55,UCLS,2012+2011,3,36.6600375,15.952754222738701,cnj02,scanone,self,36.190036,37.130039,2,2,1,1,1,1
82+83,UKLvW,all-years+2011,8,56.7400595,15.901235447126549,cnj02,scanone,self,54.640058,58.840061,2,2,1,1,1,1
1,BBISFY,2012,3,34.7750335,15.8972719757384,cnj02,scanone,self,33.360031,36.190036,1,1,1,1,1,1
208,UL,2011,11,45.940053500000005,15.8598358817148,cnj02,scanone,self,41.67005,50.210057,1,1,1,1,1,1
72+70+71,UKEC,all-years+2013+2011,9,82.7300735,15.744058665783434,cnj02,scanone,self,81.240073,84.220074,3,3,1,1,1,1
25,UBBL,all-years,7,64.66508350000001,15.6021133688002,cnj02,scanone,self,59.000078,70.330089,1,1,1,1,1,1
98+99,UKUX,all-years+2012,2,50.370048999999995,15.4756453286009,cnj02,scanone,self,48.260045,52.480053,2,2,1,1,1,1
168+169+170,URB,2011,11,43.78005,15.417855742685598,cnj02,scanone,self,37.500044,50.060056,3,1,1,1,1,1
5,BBISFY,2012,12,55.990038999999996,15.349637758882,cnj02,scanone,self,54.390037,57.590041,1,1,1,1,1,1
39,UCD,2012,4,51.635057,15.3058553081052,cnj02,scanone,self,46.850055,56.420059,1,1,1,1,1,1
183,TA,2012,5,50.6600375,15.2387839247008,cnj02,scanone,self,45.18003,56.140045,1,1,1,1,1,1
80+78+79,UKLvW,all-years+2012+2011,3,30.705028,15.231978603549768,cnj02,scanone,self,28.640026,32.77003,3,3,1,1,1,1
92,UKTO,2013,3,34.480033,15.1489317077715,cnj02,scanone,self,32.77003,36.190036,1,1,1,1,1,1
58,UCLS,2012,5,34.6200205,15.06683764736,cnj02,scanone,self,31.090019,38.150022,1,1,1,1,1,1
121+122+123,MFM,2012+2013+2011,3,37.3050385,14.987603335225232,cnj02,scanone,self,35.340034,39.270043,3,3,1,1,1,1
198,ULvW,2012,11,32.685037,14.8393784728527,cnj02,scanone,self,26.680028,38.690046,1,1,1,1,1,1
150+151,UNS,2012+2011,7,47.970057999999995,14.7510398109248,cnj02,scanone,self,46.010056,49.93006,2,2,1,1,1,1
188,UTBM,2012,1,32.4800215,14.6670756838114,cnj02,scanone,self,29.700016,35.260027,1,1,1,1,1,1
128+130+127,MFM,all-years+2012+2011,11,29.805034,14.621293708358634,cnj02,scanone,self,28.380033,31.230035,3,3,1,1,1,1
154,UNS,2013,12,60.520044,14.5821054025945,cnj02,scanone,self,56.660039,64.380049,1,1,1,1,1,1
61,UCLS,2011,11,34.960040500000005,14.5585554895824,cnj02,scanone,self,31.230035,38.690046,1,1,1,1,1,1
200,UMFM,2011,10,33.685031,14.5236786211396,cnj02,scanone,self,28.970023,38.400039,1,1,1,1,1,1
3,BBISFY,2012,11,19.56502,14.463676896347,cnj02,scanone,self,17.250019,21.880021,1,1,1,1,1,1
152,UNS,2012,10,27.735025,14.4613084070885,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
112+111,UKUY,all-years+2011,11,14.420016,14.24730059695675,cnj02,scanone,self,8.660012,20.18002,2,2,1,1,1,1
140,UNB,2011,5,66.7300545,14.2361835072794,cnj02,scanone,self,61.250051,72.210058,1,1,1,1,1,1
205+206,UL,all-years+2012,6,38.225047,14.06691408508745,cnj02,scanone,self,35.950044,40.50005,2,2,1,1,1,1
53,UCLS,2013,2,50.435052,13.866623331608,cnj02,scanone,self,43.420042,57.450062,1,1,1,1,1,1
37,UCD,2013,2,61.780070499999994,13.7715144792444,cnj02,scanone,self,56.25006,67.310081,1,1,1,1,1,1
47,UCLP,all-years,5,23.930013,13.7687071228222,cnj02,scanone,self,22.38001,25.480016,1,1,1,1,1,1
67+68,UKEC,2012+2011,8,52.9300535,13.73640670278755,cnj02,scanone,self,51.220049,54.640058,2,2,1,1,1,1
81,UKLvW,2012,5,63.500053,13.7062212619778,cnj02,scanone,self,58.470049,68.530057,1,1,1,1,1,1
195,TY,2012,12,61.100044,13.6847828793051,cnj02,scanone,self,54.960038,67.24005,1,1,1,1,1,1
135,UNAB,2013,9,88.15008,13.6254421968175,cnj02,scanone,self,87.010077,89.290083,1,1,1,1,1,1
17,UBL,2012,2,74.7500855,13.5902151555558,cnj02,scanone,self,67.310081,82.19009,1,1,1,1,1,1
20+21+22,UBL,all-years+2012+2013,10,52.085055499999996,13.536992934257599,cnj02,scanone,self,50.000054,54.170057,3,3,1,1,1,1
87,UKSO,2011,1,77.83506700000001,13.5239671872572,cnj02,scanone,self,74.280063,81.390071,1,1,1,1,1,1
84+85+86,UKLvW,all-years+2013+2011,9,82.7300735,13.450942960133068,cnj02,scanone,self,81.240073,84.220074,3,3,1,1,1,1
27+28,UBM,2013+2011,10,29.760024,13.41716458848925,cnj02,scanone,self,28.270022,31.250026,2,2,1,1,1,1
173,SFY,all-years,8,15.685014500000001,13.4105059713301,cnj02,scanone,self,10.910009,20.46002,1,1,1,1,1,1
158,PAC,2012,11,47.3350555,13.394894715488,cnj02,scanone,self,41.67005,53.000061,1,1,1,1,1,1
65+63,UKEC,all-years+2011,3,30.705028,13.301120195443751,cnj02,scanone,self,28.640026,32.77003,2,2,1,1,1,1
50,UCLP,2011,10,54.500056,13.2954747039798,cnj02,scanone,self,47.54005,61.460062,1,1,1,1,1,1
116,UDM,2011,7,53.735068999999996,13.2935981204298,cnj02,scanone,self,51.970065,55.500073,1,1,1,1,1,1
35,Brix,2013,3,35.7300355,13.2449392387794,cnj02,scanone,self,33.360031,38.10004,1,1,1,1,1,1
7,BBITY,2012,10,39.9300395,13.2213234076291,cnj02,scanone,self,34.870032,44.990047,1,1,1,1,1,1
97,UKTO,2012,12,54.0300375,13.1729005615407,cnj02,scanone,self,50.470034,57.590041,1,1,1,1,1,1
115,UDM,2012,5,45.030030499999995,13.1573480433882,cnj02,scanone,self,41.750026,48.310035,1,1,1,1,1,1
176,SFY,all-years,11,23.7850265,13.1334388345989,cnj02,scanone,self,17.250019,30.320034,1,1,1,1,1,1
12,BBITBM,all-years,2,57.4150635,13.0549191725708,cnj02,scanone,self,56.670061,58.160066,1,1,1,1,1,1
36,Brix,2013,9,83.3200745,13.0306727613812,cnj02,scanone,self,81.240073,85.400076,1,1,1,1,1,1
114,UDM,2011,3,34.925034,12.8474013467026,cnj02,scanone,self,33.360031,36.490037,1,1,1,1,1,1
146,UNP,2012,3,55.8000545,12.6616161197207,cnj02,scanone,self,50.640052,60.960057,1,1,1,1,1,1
18,UBL,2013,8,21.255022,12.608304158076,cnj02,scanone,self,14.950016,27.560028,1,1,1,1,1,1
95,UKTO,all-years,9,64.8350575,12.5906533395569,cnj02,scanone,self,59.170052,70.500063,1,1,1,1,1,1
73+74,UKEC,2012+2011,11,38.0250445,12.541460677577149,cnj02,scanone,self,37.360043,38.690046,2,2,1,1,1,1
113,UDM,2012,1,34.4000235,12.5184627892955,cnj02,scanone,self,29.040015,39.760032,1,1,1,1,1,1
59,UCLS,2012,6,80.5401045,12.464082641868,cnj02,scanone,self,76.680099,84.40011,1,1,1,1,1,1
204,UL,2012,4,31.9550365,12.44745668944,cnj02,scanone,self,27.060029,36.850044,1,1,1,1,1,1
42,UCD,all-years,5,53.245041,12.4461232820923,cnj02,scanone,self,50.350037,56.140045,1,1,1,1,1,1
16+15,BBITBM,all-years+2012,12,53.850037,12.429743605087051,cnj02,scanone,self,50.470034,57.23004,2,2,1,1,1,1
57,UCLS,2013,4,30.925035,12.4063873414867,cnj02,scanone,self,26.790028,35.060042,1,1,1,1,1,1
172,SFY,2013,7,38.765048500000006,12.346609174364,cnj02,scanone,self,32.730043,44.800054,1,1,1,1,1,1
171,USL,2013,10,16.7500135,12.2726464816991,cnj02,scanone,self,12.58001,20.920017,1,1,1,1,1,1
124,MFM,all-years,3,45.56004849999999,12.2480363366425,cnj02,scanone,self,40.480045,50.640052,1,1,1,1,1,1
118,UDM,2012,12,46.135029,12.2238870882247,cnj02,scanone,self,43.510027,48.760031,1,1,1,1,1,1
32,UBW,all-years,1,100.555091,12.1119199955655,cnj02,scanone,self,97.960089,103.150093,1,1,1,1,1,1
193,TY,2013,7,38.610048000000006,12.0887793047859,cnj02,scanone,self,32.420042,44.800054,1,1,1,1,1,1
91,UKTO,2013,2,87.925099,11.9438888395159,cnj02,scanone,self,84.190092,91.660106,1,1,1,1,1,1
165+166+167,URB,2011,1,31.69502,11.8917148286224,cnj02,scanone,self,29.700016,33.690024,3,1,1,1,1,1
107+108,UKUY,all-years+2011,3,31.0000285,11.8788766264822,cnj02,scanone,self,28.640026,33.360031,2,2,1,1,1,1
197,ULvW,2012,10,48.6900505,11.8053742884196,cnj02,scanone,self,43.210044,54.170057,1,1,1,1,1,1
96,UKTO,2011,11,19.56502,11.6740980533285,cnj02,scanone,self,17.250019,21.880021,1,1,1,1,1,1
156,PAC,2012,2,43.9900405,11.6525623597101,cnj02,scanone,self,39.720036,48.260045,1,1,1,1,1,1
69,UKEC,all-years,8,56.7400595,11.6435337629839,cnj02,scanone,self,54.640058,58.840061,1,1,1,1,1,1
180+181,TA,all-years+2013,2,51.475051500000006,11.571697337086949,cnj02,scanone,self,49.390047,53.560056,2,2,1,1,1,1
23,UBBL,2011,5,46.2100315,11.5665902921735,cnj02,scanone,self,44.110028,48.310035,1,1,1,1,1,1
139,UNB,all-years,1,27.7400145,11.4440024527391,cnj02,scanone,self,23.210008,32.270021,1,1,1,1,1,1
51,UCLP,2013,11,64.09007700000001,11.4099182228618,cnj02,scanone,self,58.35007,69.830084,1,1,1,1,1,1
119,UDM,2013,12,62.4150455,11.3709865846983,cnj02,scanone,self,57.590041,67.24005,1,1,1,1,1,1
144,UN0,2013,12,53.5650365,11.3153542975672,cnj02,scanone,self,50.470034,56.660039,1,1,1,1,1,1
0,BBISFY,all-years,2,44.12504,11.2278087382736,cnj02,scanone,self,40.850037,47.400043,1,1,1,1,1,1
155,UNS,all-years,12,73.2500555,11.2210790863502,cnj02,scanone,self,70.730053,75.770058,1,1,1,1,1,1
38,UCD,2011,3,55.8000545,11.2174180648761,cnj02,scanone,self,50.640052,60.960057,1,1,1,1,1,1
136,UNAB,2011,12,52.715036,11.2077286918261,cnj02,scanone,self,50.470034,54.960038,1,1,1,1,1,1
189,UTBM,2011,10,27.735025,11.2052582462905,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
46,UCLP,2011,5,47.545033000000004,11.181010116897,cnj02,scanone,self,44.740029,50.350037,1,1,1,1,1,1
77,UKLvW,all-years,2,69.5850835,11.1614966858292,cnj02,scanone,self,63.78008,75.390087,1,1,1,1,1,1
13,BBITBM,all-years,4,25.7300275,11.070054203355,cnj02,scanone,self,18.580019,32.880036,1,1,1,1,1,1
6,BBITY,all-years,6,73.0050955,11.048202233896,cnj02,scanone,self,66.770091,79.2401,1,1,1,1,1,1
64,UKEC,2012,3,55.8000545,11.044537153987,cnj02,scanone,self,50.640052,60.960057,1,1,1,1,1,1
182,TA,2013,3,32.2900305,10.9903320831963,cnj02,scanone,self,28.640026,35.940035,1,1,1,1,1,1
93,UKTO,2012,4,28.935029999999998,10.9296313593095,cnj02,scanone,self,25.550025,32.320035,1,1,1,1,1,1
102,UKUX,2013,5,79.965069,10.9265730749759,cnj02,scanone,self,76.390065,83.540073,1,1,1,1,1,1
120,MFM,2013,2,62.7350735,10.8981643848179,cnj02,scanone,self,58.160066,67.310081,1,1,1,1,1,1
109,UKUY,2012,5,50.975038,10.8603179778482,cnj02,scanone,self,44.740029,57.210047,1,1,1,1,1,1
104+103,UKUX,all-years+2011,9,81.065072,10.75404987949435,cnj02,scanone,self,77.91007,84.220074,2,2,1,1,1,1
199,UMFM,all-years,6,28.695034,10.6916867146468,cnj02,scanone,self,21.610025,35.780043,1,1,1,1,1,1
153,UNS,2012,11,25.250027,10.6779760921613,cnj02,scanone,self,20.18002,30.320034,1,1,1,1,1,1
145,UNP,all-years,1,57.890046999999996,10.6581446239044,cnj02,scanone,self,55.020044,60.76005,1,1,1,1,1,1
203,UL,2011,4,20.375019,10.6486052650737,cnj02,scanone,self,17.250016,23.500022,1,1,1,1,1,1
62,UKEC,2013,2,71.09008449999999,10.5577544317065,cnj02,scanone,self,63.78008,78.400089,1,1,1,1,1,1
60,UCLS,2013,9,59.760051000000004,10.5153134027819,cnj02,scanone,self,55.290045,64.230057,1,1,1,1,1,1
194,TY,all-years,8,19.160019,10.3953189643978,cnj02,scanone,self,13.160013,25.160025,1,1,1,1,1,1
89,UKSO,2011,11,47.3500545,10.2830552750413,cnj02,scanone,self,44.640053,50.060056,1,1,1,1,1,1
134,UNAB,2013,8,7.3250075,10.2700990029535,cnj02,scanone,self,0.0,14.650015,1,1,1,1,1,1
129,MFM,2013,11,38.0250445,10.2593928720832,cnj02,scanone,self,37.360043,38.690046,1,1,1,1,1,1
19,UBL,2012,9,3.975004,10.1612109113796,cnj02,scanone,self,1.130001,6.820007,1,1,1,1,1,1
14,BBITBM,2012,9,79.74007,10.1553105422594,cnj02,scanone,self,75.260066,84.220074,1,1,1,1,1,1
2,BBISFY,all-years,10,80.2300775,10.144213490906,cnj02,scanone,self,76.350075,84.11008,1,1,1,1,1,1
88,UKSO,all-years,3,40.7250425,10.1164804477428,cnj02,scanone,self,35.940035,45.51005,1,1,1,1,1,1
149,UNS,all-years,3,86.205074,10.0918342481096,cnj02,scanone,self,80.010069,92.400079,1,1,1,1,1,1
117,UDM,2012,10,27.735025,10.068266570462,cnj02,scanone,self,21.51002,33.96003,1,1,1,1,1,1
